q q_max q_time hits q_time/hits k 
1 31 6.182203 1 6.182203 63999937
2 31 12.508505 2 6.254252 128014209
3 31 19.538717 3 6.512906 192235329
4 31 33.677220 5 6.735444 320198209
5 31 41.360735 6 6.893456 384438785
6 31 56.017728 8 7.002216 512733441
7 31 64.508374 9 7.167597 576808769
8 31 80.049997 11 7.277272 705010305
9 31 96.521917 13 7.424763 833705473
10 31 105.512706 14 7.536622 897156609
11 31 122.773963 16 7.673373 1032656065
12 31 139.568353 18 7.753797 1158422145
13 31 148.954799 19 7.839726 1221148353
14 31 166.284433 21 7.918306 1348348033
15 31 184.614279 23 8.026708 1485305409
16 31 203.134703 25 8.125388 1623027265
17 31 212.896220 26 8.188316 1669038657
18 31 231.767755 28 8.277420 1797454913
19 31 250.490447 30 8.349682 1926230337
20 31 268.613906 32 8.394185 2058652033
21 31 287.543385 34 8.457158 2189410817
22 31 308.183840 36 8.560662 2311281537
23 31 324.181324 38 8.531087 2441258305
24 31 341.280855 40 8.532021 2565948545
25 31 364.982719 42 8.690065 2696116673
26 31 382.795496 44 8.699898 2822177473
27 31 408.237289 46 8.874724 2952868481
28 31 436.826120 48 9.100544 3088114561
29 31 454.407386 50 9.088148 3219390401
30 31 473.170534 52 9.099433 3346493377
31 31 466.569161 53 8.803192 3401175425
6693.16
