q q_max q_time hits q_time/hits k 
1 31 6.711943 1 6.711943 63999937
2 31 14.378315 2 7.189157 128034241
3 31 21.617691 3 7.205897 192046721
4 31 36.861192 5 7.372238 320167809
5 31 45.513243 6 7.585540 384140161
6 31 61.497976 8 7.687247 512812865
7 31 71.269672 9 7.918852 577219585
8 31 88.457609 11 8.041601 706633153
9 31 107.045442 13 8.234265 834791233
10 31 116.615163 14 8.329655 898397761
11 31 134.787687 16 8.424230 1028357441
12 31 153.830293 18 8.546127 1156676993
13 31 164.182879 19 8.641204 1219815297
14 31 183.129123 21 8.720434 1348963521
15 31 202.409305 23 8.800405 1475741761
16 31 221.558045 25 8.862322 1607784769
17 31 235.065070 26 9.040964 1670573441
18 31 256.449013 28 9.158893 1806206529
19 31 275.938323 30 9.197944 1925285889
20 31 300.961370 32 9.405043 2099326209
21 31 317.953771 34 9.351581 2181745409
22 31 339.631678 36 9.434213 2310331457
23 31 357.444623 38 9.406437 2449300929
24 31 374.127204 40 9.353180 2567902529
25 31 399.841462 42 9.520035 2703564033
26 31 424.103000 44 9.638705 2827394753
27 31 450.610256 46 9.795875 2963087297
28 31 470.932265 48 9.811089 3087987329
29 31 497.529784 50 9.950596 3212034689
30 31 507.703625 52 9.763531 3341300545
31 31 519.150090 53 9.795285 3407791361
7357.31
