q q_max q_time hits q_time/hits k 
1 31 6.127861 1 6.127861 63999937
2 31 12.468735 2 6.234367 128058433
3 31 19.412247 3 6.470749 192142785
4 31 33.637791 5 6.727558 320325313
5 31 41.718575 6 6.953096 384708033
6 31 56.297149 8 7.037144 513493505
7 31 64.312150 9 7.145794 576840385
8 31 80.011410 11 7.273765 708534657
9 31 96.486027 13 7.422002 832928897
10 31 105.749376 14 7.553527 898493889
11 31 122.557856 16 7.659866 1027254785
12 31 140.028414 18 7.779356 1159257153
13 31 148.983286 19 7.841226 1218504257
14 31 166.298417 21 7.918972 1346595649
15 31 186.634404 23 8.114539 1475172609
16 31 205.226898 25 8.209076 1604509889
17 31 217.847382 26 8.378745 1666379265
18 31 234.532725 28 8.376169 1795846145
19 31 256.362600 30 8.545420 1926677569
20 31 276.780442 32 8.649389 2094872321
21 31 294.530433 34 8.662660 2180371457
22 31 315.606073 36 8.766835 2326807105
23 31 325.928085 38 8.577055 2446367937
24 31 344.154959 40 8.603874 2582330753
25 31 371.031029 42 8.834072 2703812737
26 31 388.265395 44 8.824214 2838086849
27 31 409.943921 46 8.911824 2957962817
28 31 436.256366 48 9.088674 3080804225
29 31 448.433077 50 8.968662 3224742273
30 31 475.959099 52 9.153060 3346400897
31 31 481.465037 53 9.084246 3401987585
6763.05
