q q_max q_time hits q_time/hits k 
1 31 6.269013 1 6.269013 63999937
2 31 13.433937 2 6.716969 128028865
3 31 20.187799 3 6.729266 192080065
4 31 34.723161 5 6.944632 320356417
5 31 42.591322 6 7.098554 384364417
6 31 57.970398 8 7.246300 512540417
7 31 66.269967 9 7.363330 576931329
8 31 82.719078 11 7.519916 706025473
9 31 100.060862 13 7.696989 836305089
10 31 109.028438 14 7.787746 897653633
11 31 126.861071 16 7.928817 1025243265
12 31 144.617463 18 8.034304 1154431297
13 31 154.412907 19 8.126995 1219432513
14 31 172.959888 21 8.236185 1348241793
15 31 191.632092 23 8.331830 1474520641
16 31 210.342685 25 8.413707 1603910017
17 31 222.543599 26 8.559369 1667766017
18 31 242.165313 28 8.648761 1799350017
19 31 260.189524 30 8.672984 1922937153
20 31 278.483737 32 8.702617 2070420289
21 31 295.786377 34 8.699599 2182060609
22 31 316.227605 36 8.784100 2309669313
23 31 342.433457 38 9.011407 2440905921
24 31 366.573735 40 9.164343 2578876545
25 31 391.652293 42 9.325055 2711562753
26 31 416.905650 44 9.475128 2841146177
27 31 442.328839 46 9.615844 2961770689
28 31 464.925898 48 9.685956 3087703233
29 31 477.152611 50 9.543052 3218286529
30 31 507.738540 52 9.764203 3338787649
31 31 528.471591 53 9.971162 3438898177
7087.66
