q q_max q_time hits q_time/hits k 
1 31 6.348318 1 6.348318 63999937
2 31 13.348581 2 6.674290 128087425
3 31 20.219780 3 6.739927 192044737
4 31 36.749374 5 7.349875 320378113
5 31 42.884794 6 7.147466 384298753
6 31 61.862398 8 7.732800 512441537
7 31 66.952013 9 7.439113 577410945
8 31 84.224734 11 7.656794 705473921
9 31 108.881710 13 8.375516 833980481
10 31 121.379588 14 8.669971 900163009
11 31 131.386553 16 8.211660 1026319361
12 31 144.571136 18 8.031730 1155942721
13 31 154.209966 19 8.116314 1218513409
14 31 172.568741 21 8.217559 1346007105
15 31 192.378842 23 8.364297 1475957377
16 31 208.530890 25 8.341236 1603473409
17 31 223.990484 26 8.615019 1667085313
18 31 244.174075 28 8.720503 1810509249
19 31 266.434715 30 8.881157 1940742145
20 31 284.559982 32 8.892499 2086360513
21 31 315.439704 34 9.277638 2253652545
22 31 331.443469 36 9.206763 2328323457
23 31 341.399144 38 8.984188 2476136449
24 31 358.874989 40 8.971875 2592574721
25 31 398.766060 42 9.494430 2731394305
26 31 399.411992 44 9.077545 2824257729
27 31 425.748834 46 9.255409 2952517825
28 31 445.300678 48 9.277097 3085375233
29 31 459.757759 50 9.195155 3210699841
30 31 493.600406 52 9.492316 3349830081
31 31 499.217143 53 9.419191 3402449217
7054.62
