q q_max q_time hits q_time/hits k 
1 31 6.754985 1 6.754985 63999937
2 31 14.296276 2 7.148138 128032897
3 31 21.349757 3 7.116586 192158145
4 31 36.827125 5 7.365425 320439937
5 31 45.277260 6 7.546210 384384193
6 31 61.491733 8 7.686467 513319809
7 31 70.188046 9 7.798672 576928641
8 31 87.893887 11 7.990353 706299521
9 31 106.042814 13 8.157140 835031553
10 31 116.292830 14 8.306631 903302785
11 31 134.327992 16 8.395499 1025667009
12 31 153.406425 18 8.522579 1157964353
13 31 163.252974 19 8.592262 1220197185
14 31 183.622939 21 8.743949 1357897217
15 31 204.711031 23 8.900480 1503388353
16 31 221.083517 25 8.843341 1609062465
17 31 233.614119 26 8.985158 1667126081
18 31 254.484083 28 9.088717 1798261761
19 31 274.643106 30 9.154770 1926339009
20 31 295.402618 32 9.231332 2062163841
21 31 315.131119 34 9.268562 2194214017
22 31 335.428861 36 9.317468 2311159425
23 31 357.898416 38 9.418379 2439690625
24 31 373.390489 40 9.334762 2568471681
25 31 410.451320 42 9.772650 2698597185
26 31 431.698369 44 9.811327 2830528129
27 31 442.389888 46 9.617171 2958339393
28 31 477.795852 48 9.954080 3095088001
29 31 496.383251 50 9.927665 3228270721
30 31 516.598174 52 9.934580 3359571713
31 31 527.587336 53 9.954478 3402159489
7369.72
