q q_max q_time hits q_time/hits k 
1 31 6.221838 1 6.221838 63999937
2 31 12.878385 2 6.439192 128114305
3 31 19.997912 3 6.665971 192210433
4 31 34.589153 5 6.917831 320464513
5 31 42.660981 6 7.110163 384507841
6 31 57.505480 8 7.188185 512671297
7 31 66.266943 9 7.362994 577300161
8 31 82.353099 11 7.486645 709529025
9 31 99.724109 13 7.671085 838901633
10 31 108.513074 14 7.750934 898116481
11 31 126.160630 16 7.885039 1026318273
12 31 143.285389 18 7.960299 1153576705
13 31 154.094753 19 8.110250 1221900161
14 31 172.650955 21 8.221474 1348889409
15 31 191.699108 23 8.334744 1481825089
16 31 207.803570 25 8.312143 1606571393
17 31 219.157330 26 8.429128 1668730689
18 31 238.332829 28 8.511887 1796717761
19 31 257.003223 30 8.566774 1929145985
20 31 281.483760 32 8.796367 2099796609
21 31 296.680776 34 8.725905 2185586241
22 31 318.293290 36 8.841480 2343768001
23 31 336.107913 38 8.844945 2439125953
24 31 350.249891 40 8.756247 2579033153
25 31 376.601177 42 8.966695 2699369857
26 31 398.421690 44 9.055038 2829706753
27 31 444.168932 46 9.655846 2977326465
28 31 463.506583 48 9.656387 3080541633
29 31 469.170470 50 9.383409 3221695041
30 31 477.677325 52 9.186102 3343812353
31 31 486.976455 53 9.188235 3403906753
6940.24
