q q_max q_time hits q_time/hits k 
1 31 6.691627 1 6.691627 63999937
2 31 14.039538 2 7.019769 128033153
3 31 21.349649 3 7.116550 192072705
4 31 36.613543 5 7.322709 320338177
5 31 45.458908 6 7.576485 384263681
6 31 61.462097 8 7.682762 513458817
7 31 70.535926 9 7.837325 578239745
8 31 87.642119 11 7.967465 706271937
9 31 107.066724 13 8.235902 844187201
10 31 116.026461 14 8.287604 897546945
11 31 134.776668 16 8.423542 1029087553
12 31 153.134118 18 8.507451 1154287297
13 31 163.143012 19 8.586474 1218340289
14 31 182.586716 21 8.694606 1348514625
15 31 202.006575 23 8.782895 1481640769
16 31 221.964253 25 8.878570 1625250305
17 31 233.413599 26 8.977446 1669063297
18 31 255.178995 28 9.113536 1807187137
19 31 275.216610 30 9.173887 1924470209
20 31 298.173500 32 9.317922 2081941825
21 31 315.340607 34 9.274724 2193363841
22 31 338.694579 36 9.408183 2312389633
23 31 360.052495 38 9.475066 2439523073
24 31 378.882323 40 9.472058 2577416193
25 31 416.288276 42 9.911626 2697592065
26 31 435.772665 44 9.903924 2827029441
27 31 454.899805 46 9.889126 2955828673
28 31 472.780995 48 9.849604 3080433025
29 31 504.173225 50 10.083464 3228389121
30 31 508.825678 52 9.785109 3344821313
31 31 531.654122 53 10.031210 3417019457
7403.85
