q q_max q_time hits q_time/hits k 
1 31 6.021810 1 6.021810 63999937
2 31 12.475383 2 6.237691 128033089
3 31 25.171961 3 8.390654 192244161
4 31 33.727427 5 6.745485 320257409
5 31 44.988242 6 7.498040 384816513
6 31 56.789145 8 7.098643 513199489
7 31 67.345799 9 7.482867 578042497
8 31 80.410682 11 7.310062 705174273
9 31 98.480789 13 7.575445 833178497
10 31 110.626373 14 7.901884 897409601
11 31 122.976075 16 7.686005 1027392897
12 31 140.537778 18 7.807654 1158764801
13 31 149.441220 19 7.865327 1222057985
14 31 166.516636 21 7.929364 1347393537
15 31 184.431131 23 8.018745 1478032065
16 31 201.273664 25 8.050947 1605949377
17 31 213.489558 26 8.211137 1673437057
18 31 232.368685 28 8.298882 1795823617
19 31 250.600888 30 8.353363 1926394881
20 31 273.271593 32 8.539737 2097474433
21 31 289.094459 34 8.502778 2180661825
22 31 305.744120 36 8.492892 2311605889
23 31 325.939115 38 8.577345 2448590913
24 31 339.956169 40 8.498904 2570120705
25 31 363.225864 42 8.648235 2698003969
26 31 385.368731 44 8.758380 2825175105
27 31 412.151027 46 8.959805 2961887873
28 31 429.970416 48 8.957717 3086159489
29 31 443.861578 50 8.877232 3214572545
30 31 471.629471 52 9.069798 3352591617
31 31 480.834784 53 9.072354 3423039873
6718.72
