q q_max q_time hits q_time/hits k 
1 31 6.765984 1 6.765984 63999937
2 31 14.151575 2 7.075787 128012417
3 31 21.390947 3 7.130316 192222337
4 31 36.620217 5 7.324043 320805057
5 31 45.430493 6 7.571749 384298177
6 31 61.214673 8 7.651834 514953473
7 31 70.302388 9 7.811376 577791041
8 31 87.417498 11 7.947045 705558529
9 31 105.914034 13 8.147233 833617217
10 31 116.404018 14 8.314573 897167297
11 31 134.376066 16 8.398504 1027672321
12 31 153.133670 18 8.507426 1155952385
13 31 163.395028 19 8.599738 1221454913
14 31 182.987707 21 8.713700 1355283009
15 31 202.145197 23 8.788922 1478058177
16 31 221.853880 25 8.874155 1613631681
17 31 233.487105 26 8.980273 1669947009
18 31 255.566645 28 9.127380 1810108737
19 31 275.570672 30 9.185689 1929232641
20 31 295.529343 32 9.235292 2053482561
21 31 313.852242 34 9.230948 2183118337
22 31 337.927254 36 9.386868 2327931265
23 31 359.493728 38 9.460361 2444095105
24 31 375.290106 40 9.382253 2581272833
25 31 410.156862 42 9.765640 2722898049
26 31 422.358333 44 9.599053 2830584001
27 31 441.366586 46 9.594926 2952221057
28 31 476.798247 48 9.933297 3098410241
29 31 500.199647 50 10.003993 3252431489
30 31 506.823922 52 9.746614 3358733249
31 31 526.013923 53 9.924791 3415834177
7353.94
