q q_max q_time hits q_time/hits k 
1 31 6.690956 1 6.690956 63999937
2 31 14.057028 2 7.028514 128004545
3 31 21.450313 3 7.150104 192199297
4 31 36.810379 5 7.362076 321244609
5 31 45.523253 6 7.587209 384728449
6 31 61.509178 8 7.688647 515213633
7 31 70.869957 9 7.874440 577244801
8 31 87.623118 11 7.965738 706629505
9 31 106.542966 13 8.195613 841615937
10 31 115.785900 14 8.270421 900535745
11 31 134.194561 16 8.387160 1026819521
12 31 155.407852 18 8.633770 1176311489
13 31 163.517682 19 8.606194 1219822465
14 31 182.505964 21 8.690760 1346274177
15 31 201.914618 23 8.778896 1475339393
16 31 221.451857 25 8.858074 1603651585
17 31 233.825248 26 8.993279 1667480833
18 31 255.251339 28 9.116119 1799723841
19 31 276.598535 30 9.219951 1934097217
20 31 296.886110 32 9.277691 2055056705
21 31 317.755484 34 9.345750 2183546497
22 31 338.053199 36 9.390367 2318213121
23 31 359.655018 38 9.464606 2438066241
24 31 377.538890 40 9.438472 2576043201
25 31 401.095743 42 9.549899 2696648641
26 31 419.739513 44 9.539534 2822877953
27 31 456.032532 46 9.913751 2961999233
28 31 468.173687 48 9.753618 3088583937
29 31 497.011014 50 9.940220 3218956417
30 31 520.881734 52 10.016956 3356148993
31 31 515.038283 53 9.717703 3400876865
7359.39
