q q_max q_time hits q_time/hits k 
1 31 6.831707 1 6.831707 63999937
2 31 14.495731 2 7.247865 128033921
3 31 20.261034 3 6.753678 192122753
4 31 34.816968 5 6.963394 320455041
5 31 42.786621 6 7.131103 384814785
6 31 58.594940 8 7.324367 514131521
7 31 66.977594 9 7.441955 578546945
8 31 82.936102 11 7.539646 704667137
9 31 100.693816 13 7.745678 834250497
10 31 113.388638 14 8.099188 897454465
11 31 129.382683 16 8.086418 1027774401
12 31 146.841188 18 8.157844 1154938689
13 31 154.911794 19 8.153252 1218520321
14 31 178.673531 21 8.508263 1349500929
15 31 192.138626 23 8.353853 1477285825
16 31 209.862079 25 8.394483 1611872641
17 31 221.508594 26 8.519561 1667131521
18 31 241.080063 28 8.610002 1797619521
19 31 260.611190 30 8.687040 1925236545
20 31 278.983162 32 8.718224 2054741249
21 31 298.953577 34 8.792752 2187755265
22 31 318.560737 36 8.848909 2327890561
23 31 338.468159 38 8.907057 2441713217
24 31 361.870387 40 9.046760 2630571969
25 31 377.434646 42 8.986539 2712201601
26 31 412.838999 44 9.382705 2845914817
27 31 417.818436 46 9.083009 2955705025
28 31 446.421738 48 9.300453 3083282305
29 31 457.885173 50 9.157703 3211991553
30 31 479.507536 52 9.221299 3368336769
31 31 511.404635 53 9.649144 3409674049
6976.94
