q q_max q_time hits q_time/hits k 
1 31 6.979146 1 6.979146 63999937
2 31 14.319544 2 7.159772 128065473
3 31 21.335222 3 7.111741 192115393
4 31 36.716064 5 7.343213 320499009
5 31 45.487612 6 7.581269 385043841
6 31 61.594846 8 7.699356 514160449
7 31 70.466160 9 7.829573 578013249
8 31 87.491575 11 7.953780 705166529
9 31 106.317434 13 8.178264 841238209
10 31 116.055491 14 8.289678 899349057
11 31 134.646474 16 8.415405 1030042433
12 31 152.810920 18 8.489496 1154367041
13 31 162.886277 19 8.572962 1218000321
14 31 182.044736 21 8.668797 1346365633
15 31 201.236644 23 8.749419 1474416129
16 31 221.042511 25 8.841700 1607404545
17 31 235.634538 26 9.062867 1677854017
18 31 254.530602 28 9.090379 1796269633
19 31 277.482363 30 9.249412 1951618497
20 31 301.100446 32 9.409389 2104347393
21 31 316.883066 34 9.320090 2182915393
22 31 338.574463 36 9.404846 2324063937
23 31 357.713077 38 9.413502 2444273921
24 31 379.939416 40 9.498485 2621129153
25 31 413.950799 42 9.855971 2714248897
26 31 438.104208 44 9.956914 2857425601
27 31 455.231255 46 9.896332 2959408449
28 31 463.059881 48 9.647081 3084283265
29 31 501.440920 50 10.028818 3228099905
30 31 507.902476 52 9.767355 3343869185
31 31 523.553017 53 9.878359 3404838977
7386.53
