q q_max q_time hits q_time/hits k 
1 31 6.653507 1 6.653507 63999937
2 31 14.255856 2 7.127928 128169665
3 31 21.330450 3 7.110150 192019521
4 31 36.677507 5 7.335501 320885697
5 31 45.360745 6 7.560124 384327873
6 31 61.652002 8 7.706500 513232257
7 31 70.558803 9 7.839867 578835713
8 31 88.053468 11 8.004861 705584065
9 31 105.916761 13 8.147443 833282561
10 31 115.873971 14 8.276712 899297473
11 31 134.549335 16 8.409333 1027861249
12 31 153.196226 18 8.510901 1155161537
13 31 163.570201 19 8.608958 1220955841
14 31 182.537915 21 8.692282 1347331713
15 31 201.873853 23 8.777124 1478789889
16 31 221.264839 25 8.850594 1608327873
17 31 237.297668 26 9.126833 1676343425
18 31 257.084069 28 9.181574 1806595841
19 31 276.401241 30 9.213375 1926343169
20 31 296.687000 32 9.271469 2054178561
21 31 318.391992 34 9.364470 2183594177
22 31 339.214570 36 9.422627 2310920065
23 31 366.163791 38 9.635889 2487521345
24 31 379.600568 40 9.490014 2580244353
25 31 409.081610 42 9.740038 2704587969
26 31 438.093857 44 9.956679 2857248897
27 31 445.059213 46 9.675200 2953240257
28 31 477.257061 48 9.942855 3082175937
29 31 489.905715 50 9.798114 3211304641
30 31 519.178561 52 9.984203 3342416833
31 31 521.661313 53 9.842666 3405359489
7394.4
