q q_max q_time hits q_time/hits k 
1 31 6.724397 1 6.724397 63999937
2 31 13.946623 2 6.973311 128025281
3 31 21.364144 3 7.121381 192059777
4 31 36.591036 5 7.318207 320444609
5 31 45.165057 6 7.527509 385111361
6 31 61.233719 8 7.654215 513359105
7 31 70.089818 9 7.787758 576947329
8 31 87.247146 11 7.931559 705954625
9 31 106.627424 13 8.202110 844394561
10 31 115.879177 14 8.277084 903444097
11 31 134.135380 16 8.383461 1025522369
12 31 152.828121 18 8.490451 1155387009
13 31 162.973825 19 8.577570 1218491009
14 31 182.468355 21 8.688969 1353774977
15 31 201.700481 23 8.769586 1475133569
16 31 221.306316 25 8.852253 1609108033
17 31 234.301998 26 9.011615 1668934017
18 31 254.127424 28 9.075979 1797761601
19 31 274.387111 30 9.146237 1929736769
20 31 295.795351 32 9.243605 2058401281
21 31 317.005967 34 9.323705 2200799553
22 31 336.628466 36 9.350791 2319217473
23 31 357.742474 38 9.414276 2459643841
24 31 375.313354 40 9.382834 2597517313
25 31 401.889908 42 9.568807 2699625665
26 31 439.278237 44 9.983596 2860154305
27 31 446.857982 46 9.714304 2968326145
28 31 464.950548 48 9.686470 3088998145
29 31 492.466520 50 9.849330 3219182913
30 31 518.090734 52 9.963283 3341106689
31 31 512.137405 53 9.662970 3403606913
7341.25
