q q_max q_time hits q_time/hits k 
1 31 6.127570 1 6.127570 63999937
2 31 12.847444 2 6.423722 128038337
3 31 19.473195 3 6.491065 192233537
4 31 33.444682 5 6.688936 320993281
5 31 41.405075 6 6.900846 384636993
6 31 55.869270 8 6.983659 513329601
7 31 64.247136 9 7.138571 576783361
8 31 80.159661 11 7.287242 705935809
9 31 96.740977 13 7.441614 834127169
10 31 105.604386 14 7.543170 897836481
11 31 123.005449 16 7.687841 1025696961
12 31 141.138919 18 7.841051 1157526081
13 31 149.516360 19 7.869282 1218073857
14 31 167.130601 21 7.958600 1346717057
15 31 185.386892 23 8.060300 1481712257
16 31 202.484339 25 8.099374 1604491521
17 31 214.651548 26 8.255829 1671183617
18 31 233.642994 28 8.344393 1802137793
19 31 254.843078 30 8.494769 1958689601
20 31 270.087587 32 8.440237 2063737921
21 31 288.368022 34 8.481412 2182618497
22 31 306.372827 36 8.510356 2311528257
23 31 330.075562 38 8.686199 2483587649
24 31 343.024241 40 8.575606 2599525569
25 31 365.532587 42 8.703157 2698555201
26 31 387.258107 44 8.801321 2831746177
27 31 411.001100 46 8.934807 2959927489
28 31 436.092044 48 9.085251 3085922369
29 31 447.053665 50 8.941073 3233761729
30 31 478.220495 52 9.196548 3346814145
31 31 489.549502 53 9.236783 3448406337
6740.36
