q q_max q_time hits q_time/hits k 
1 31 6.672442 1 6.672442 63999937
2 31 14.014788 2 7.007394 128030529
3 31 21.325142 3 7.108381 192083457
4 31 36.705661 5 7.341132 320863361
5 31 45.226571 6 7.537762 384473089
6 31 61.367101 8 7.670888 513501569
7 31 70.717263 9 7.857474 576810881
8 31 87.652128 11 7.968375 705034241
9 31 106.490302 13 8.191562 834467841
10 31 116.210201 14 8.300729 898149313
11 31 134.552780 16 8.409549 1025998401
12 31 153.601662 18 8.533426 1155537793
13 31 164.123128 19 8.638059 1220205633
14 31 182.827973 21 8.706094 1347427649
15 31 202.370189 23 8.798704 1475041025
16 31 221.725708 25 8.869028 1606936449
17 31 234.504121 26 9.019389 1670147073
18 31 256.108124 28 9.146719 1805958081
19 31 275.633058 30 9.187769 1931872897
20 31 295.944796 32 9.248275 2060129921
21 31 317.570229 34 9.340301 2180200641
22 31 338.670660 36 9.407518 2320795521
23 31 357.762162 38 9.414794 2437859201
24 31 377.600713 40 9.440018 2593325825
25 31 401.289174 42 9.554504 2698277057
26 31 424.754361 44 9.653508 2824276929
27 31 456.830889 46 9.931106 2959034433
28 31 466.477913 48 9.718290 3087768961
29 31 484.750311 50 9.695006 3212698433
30 31 513.414178 52 9.873350 3351858753
31 31 513.360705 53 9.686051 3406941697
7340.25
