q q_max q_time hits q_time/hits k 
1 31 6.321461 1 6.321461 63999937
2 31 12.926342 2 6.463171 128124097
3 31 20.144470 3 6.714823 192147009
4 31 34.653656 5 6.930731 320369665
5 31 42.822774 6 7.137129 384198401
6 31 57.723000 8 7.215375 513353985
7 31 66.319722 9 7.368858 577191681
8 31 83.069792 11 7.551799 705221313
9 31 99.730850 13 7.671604 835615169
10 31 109.050432 14 7.789317 898415425
11 31 126.973106 16 7.935819 1029373249
12 31 144.846157 18 8.047009 1157275457
13 31 154.497591 19 8.131452 1221555009
14 31 172.221133 21 8.201006 1350930625
15 31 189.998969 23 8.260825 1475738817
16 31 208.499001 25 8.339960 1603205633
17 31 220.416936 26 8.477574 1667856705
18 31 242.787781 28 8.670992 1819962689
19 31 260.064090 30 8.668803 1938759169
20 31 278.929896 32 8.716559 2058043009
21 31 300.780462 34 8.846484 2216593985
22 31 318.766600 36 8.854628 2315196161
23 31 338.893989 38 8.918263 2445829633
24 31 353.171328 40 8.829283 2570589185
25 31 376.343887 42 8.960569 2696578497
26 31 404.066049 44 9.183319 2824990785
27 31 420.486453 46 9.141010 2954392065
28 31 440.198227 48 9.170796 3085346305
29 31 470.560487 50 9.411210 3241490113
30 31 474.972850 52 9.134093 3341794305
31 31 493.843074 53 9.317794 3417805057
6924.08
