q q_max q_time hits q_time/hits k 
1 31 7.000124 1 7.000124 63999937
2 31 14.144035 2 7.072017 128078913
3 31 21.889218 3 7.296406 192100417
4 31 37.855933 5 7.571187 320408769
5 31 46.692065 6 7.782011 384861121
6 31 62.693394 8 7.836674 512684737
7 31 71.951481 9 7.994609 577222529
8 31 89.390329 11 8.126394 706191681
9 31 107.927014 13 8.302078 835941569
10 31 118.283747 14 8.448839 898894401
11 31 136.182493 16 8.511406 1025233857
12 31 155.314959 18 8.628609 1153652993
13 31 165.744356 19 8.723387 1222160193
14 31 184.272404 21 8.774876 1346960705
15 31 204.926284 23 8.909838 1485679233
16 31 223.990112 25 8.959604 1603296513
17 31 236.531598 26 9.097369 1667637761
18 31 257.477677 28 9.195631 1797420993
19 31 279.783101 30 9.326103 1941863105
20 31 300.092552 32 9.377892 2058545025
21 31 320.773025 34 9.434501 2192261569
22 31 340.483464 36 9.457874 2316160257
23 31 361.008152 38 9.500215 2440518465
24 31 380.427241 40 9.510681 2573615489
25 31 404.638717 42 9.634255 2697274177
26 31 441.770031 44 10.040228 2854651841
27 31 448.471774 46 9.749386 2962958913
28 31 482.317134 48 10.048274 3081843713
29 31 506.483617 50 10.129672 3246743553
30 31 521.671484 52 10.032144 3362281281
31 31 531.391064 53 10.026246 3408243265
7461.58
