q q_max q_time hits q_time/hits k 
1 31 6.890580 1 6.890580 63999937
2 31 14.256578 2 7.128289 128013569
3 31 21.387992 3 7.129331 192170113
4 31 36.918022 5 7.383604 320254977
5 31 45.421358 6 7.570226 385226497
6 31 61.711360 8 7.713920 513124225
7 31 70.791301 9 7.865700 577155073
8 31 87.601833 11 7.963803 705917377
9 31 106.177263 13 8.167482 837031169
10 31 115.820007 14 8.272858 898177729
11 31 134.513677 16 8.407105 1025726017
12 31 153.727944 18 8.540441 1156884609
13 31 163.485381 19 8.604494 1218203905
14 31 183.026134 21 8.715530 1349388161
15 31 202.650798 23 8.810904 1483668609
16 31 221.917590 25 8.876704 1611046081
17 31 234.691308 26 9.026589 1669633345
18 31 256.031978 28 9.143999 1803621057
19 31 275.811789 30 9.193726 1926619649
20 31 296.430455 32 9.263452 2060775809
21 31 319.889440 34 9.408513 2208925185
22 31 339.925688 36 9.442380 2325565569
23 31 359.842209 38 9.469532 2442851137
24 31 375.370885 40 9.384272 2574181825
25 31 418.335049 42 9.960358 2710773057
26 31 423.890797 44 9.633882 2823921089
27 31 443.385430 46 9.638814 2953131713
28 31 474.422994 48 9.883812 3083536961
29 31 488.553610 50 9.771072 3229070401
30 31 507.705252 52 9.763563 3350695617
31 31 527.081395 53 9.944932 3414985921
7367.67
