q q_max q_time hits q_time/hits k 
1 31 6.734946 1 6.734946 63999937
2 31 13.873766 2 6.936883 128046465
3 31 21.328089 3 7.109363 192111809
4 31 37.080276 5 7.416055 320369409
5 31 45.586078 6 7.597680 384983297
6 31 61.586374 8 7.698297 513028801
7 31 70.605428 9 7.845048 576982337
8 31 88.501398 11 8.045582 706140353
9 31 106.024764 13 8.155751 833483393
10 31 116.237278 14 8.302663 897607553
11 31 134.642118 16 8.415132 1026040065
12 31 153.345060 18 8.519170 1154572545
13 31 163.603151 19 8.610692 1218288385
14 31 183.080296 21 8.718109 1348847105
15 31 202.740850 23 8.814820 1474371329
16 31 222.199489 25 8.887980 1605514561
17 31 237.172452 26 9.122017 1678651585
18 31 255.858601 28 9.137807 1796580097
19 31 279.211460 30 9.307049 1950762561
20 31 298.319789 32 9.322493 2055400449
21 31 317.942005 34 9.351235 2180709313
22 31 339.746834 36 9.437412 2320255105
23 31 360.611687 38 9.489781 2453842177
24 31 377.029601 40 9.425740 2568757121
25 31 401.356005 42 9.556095 2706904129
26 31 434.288010 44 9.870182 2829244481
27 31 462.820946 46 10.061325 2974529793
28 31 481.769227 48 10.036859 3088362177
29 31 492.153780 50 9.843076 3213471297
30 31 527.205603 52 10.138569 3362066945
31 31 536.996528 53 10.132010 3440127361
7429.65
