q q_max q_time hits q_time/hits k 
1 31 6.346801 1 6.346801 63999937
2 31 14.193920 2 7.096960 128021249
3 31 20.117644 3 6.705881 192206465
4 31 34.894742 5 6.978948 320451841
5 31 44.255906 6 7.375984 384372289
6 31 63.226106 8 7.903263 512642561
7 31 68.515839 9 7.612871 576962305
8 31 82.793952 11 7.526723 706631041
9 31 104.889711 13 8.068439 835560129
10 31 114.071745 14 8.147982 897780417
11 31 128.724401 16 8.045275 1026205953
12 31 148.359388 18 8.242188 1163315137
13 31 155.460462 19 8.182130 1219544001
14 31 178.215808 21 8.486467 1351331201
15 31 192.825572 23 8.383721 1481726273
16 31 219.697815 25 8.787913 1605019393
17 31 223.193410 26 8.584362 1670879681
18 31 242.953497 28 8.676911 1814971841
19 31 261.762109 30 8.725404 1949400257
20 31 279.026123 32 8.719566 2054281921
21 31 304.248456 34 8.948484 2229078465
22 31 319.957552 36 8.887710 2322308417
23 31 341.036698 38 8.974650 2472476289
24 31 360.492028 40 9.012301 2591470273
25 31 383.142133 42 9.122432 2702787137
26 31 410.348718 44 9.326107 2829218241
27 31 430.713764 46 9.363343 2963566081
28 31 450.597366 48 9.387445 3092624385
29 31 459.732079 50 9.194642 3210098881
30 31 484.504085 52 9.317386 3349148673
31 31 541.838122 53 10.223361 3420400257
7070.14
