q q_max q_time hits q_time/hits k 
1 31 6.729409 1 6.729409 63999937
2 31 14.241973 2 7.120986 128093505
3 31 21.336429 3 7.112143 192114881
4 31 36.732340 5 7.346468 320307393
5 31 45.337315 6 7.556219 384760001
6 31 61.403530 8 7.675441 512766465
7 31 70.324103 9 7.813789 576906945
8 31 87.851103 11 7.986464 705601281
9 31 105.628950 13 8.125304 834888897
10 31 115.499655 14 8.249975 899182593
11 31 134.515710 16 8.407232 1029215041
12 31 152.892282 18 8.494016 1155027329
13 31 162.921240 19 8.574802 1219914497
14 31 182.188915 21 8.675663 1347081473
15 31 201.545238 23 8.762836 1480515777
16 31 221.080604 25 8.843224 1611563009
17 31 232.977204 26 8.960662 1667617665
18 31 255.287874 28 9.117424 1806834689
19 31 274.667597 30 9.155587 1927757889
20 31 296.004715 32 9.250147 2065044865
21 31 315.740681 34 9.286491 2185033409
22 31 337.204049 36 9.366779 2310708929
23 31 357.692826 38 9.412969 2441832705
24 31 374.254028 40 9.356351 2577449409
25 31 415.191959 42 9.885523 2705976705
26 31 426.503402 44 9.693259 2828219073
27 31 449.608840 46 9.774105 2960852673
28 31 477.806951 48 9.954311 3093541441
29 31 490.611050 50 9.812221 3220031873
30 31 522.208458 52 10.042470 3365327937
31 31 528.819011 53 9.977717 3415998977
7374.81
