q q_max q_time hits q_time/hits k 
1 31 6.696427 1 6.696427 63999937
2 31 14.189058 2 7.094529 128025153
3 31 21.341757 3 7.113919 192138113
4 31 36.873583 5 7.374717 320489153
5 31 45.712684 6 7.618781 384407745
6 31 61.376247 8 7.672031 512882625
7 31 70.588115 9 7.843124 577009985
8 31 87.470143 11 7.951831 706854401
9 31 106.085970 13 8.160459 833051457
10 31 115.768880 14 8.269206 897797121
11 31 134.451043 16 8.403190 1026237889
12 31 153.326397 18 8.518133 1156034177
13 31 163.543520 19 8.607554 1220619457
14 31 182.956095 21 8.712195 1348524545
15 31 202.295464 23 8.795455 1476833537
16 31 223.979800 25 8.959192 1629191873
17 31 234.736138 26 9.028313 1668146369
18 31 256.074490 28 9.145517 1799826177
19 31 275.039479 30 9.167983 1922847297
20 31 296.275951 32 9.258623 2056372993
21 31 318.004296 34 9.353068 2184855041
22 31 339.602184 36 9.433394 2309585729
23 31 359.949199 38 9.472347 2438253697
24 31 375.747725 40 9.393693 2570659841
25 31 403.923321 42 9.617222 2694833025
26 31 425.408218 44 9.668369 2834199489
27 31 445.633048 46 9.687675 2959180993
28 31 470.392950 48 9.799853 3086105281
29 31 489.791969 50 9.795839 3210935041
30 31 517.952746 52 9.960630 3340475841
31 31 534.484211 53 10.084608 3446262017
7369.67
