q q_max q_time hits q_time/hits k 
1 31 6.325572 1 6.325572 63999937
2 31 13.263732 2 6.631866 128023681
3 31 20.096701 3 6.698900 192188353
4 31 34.525372 5 6.905074 320206465
5 31 42.499079 6 7.083180 384566785
6 31 57.651873 8 7.206484 514701249
7 31 66.077887 9 7.341987 576512065
8 31 82.978694 11 7.543518 705796353
9 31 99.823096 13 7.678700 834380545
10 31 108.709940 14 7.764996 897409601
11 31 126.648769 16 7.915548 1029412353
12 31 143.716200 18 7.984233 1153551937
13 31 153.731291 19 8.091121 1219400065
14 31 171.194468 21 8.152118 1346968065
15 31 190.726255 23 8.292446 1488291265
16 31 227.178643 25 9.087146 1629875073
17 31 222.380601 26 8.553100 1667225409
18 31 239.803526 28 8.564412 1798611777
19 31 259.675758 30 8.655859 1937518273
20 31 278.882992 32 8.715094 2065057729
21 31 297.462895 34 8.748909 2182381249
22 31 315.973471 36 8.777041 2311795329
23 31 336.185810 38 8.846995 2437816449
24 31 353.487193 40 8.837180 2575433153
25 31 377.454487 42 8.987012 2708397249
26 31 410.932335 44 9.339371 2850287169
27 31 422.500662 46 9.184797 2955589505
28 31 449.734594 48 9.369471 3104777089
29 31 456.843761 50 9.136875 3212436737
30 31 487.834271 52 9.381428 3345898625
31 31 492.024015 53 9.283472 3407777665
6946.32
