q q_max q_time hits q_time/hits k 
1 31 6.898655 1 6.898655 63999937
2 31 13.172606 2 6.586303 128020353
3 31 20.092349 3 6.697450 192169793
4 31 34.747074 5 6.949415 320405185
5 31 42.830833 6 7.138472 384459969
6 31 58.204085 8 7.275511 513313857
7 31 69.494035 9 7.721559 577444481
8 31 89.116755 11 8.101523 706602369
9 31 106.947062 13 8.226697 834063425
10 31 117.365552 14 8.383254 898762049
11 31 145.066091 16 9.066631 1028468417
12 31 166.913188 18 9.272955 1157599297
13 31 167.818222 19 8.832538 1219056385
14 31 192.400915 21 9.161948 1349156289
15 31 217.335375 23 9.449364 1477487809
16 31 221.756353 25 8.870254 1604200321
17 31 236.543669 26 9.097833 1667966145
18 31 248.286277 28 8.867367 1808115713
19 31 266.665630 30 8.888854 1936159617
20 31 292.384871 32 9.137027 2063276929
21 31 315.675910 34 9.284586 2188160449
22 31 333.965230 36 9.276812 2326161409
23 31 359.380899 38 9.457392 2441077889
24 31 358.959599 40 8.973990 2599293057
25 31 395.490557 42 9.416442 2708834241
26 31 401.118676 44 9.116334 2823889985
27 31 423.655467 46 9.209901 2966250945
28 31 459.226988 48 9.567229 3092303041
29 31 477.359424 50 9.547188 3224384449
30 31 497.428729 52 9.565937 3347904897
31 31 531.954928 53 10.036885 3413474049
7268.26
