q q_max q_time hits q_time/hits k 
1 31 6.729569 1 6.729569 63999937
2 31 12.585877 2 6.292938 128105025
3 31 19.984389 3 6.661463 192103361
4 31 33.434517 5 6.686903 321026369
5 31 41.029861 6 6.838310 384460673
6 31 56.476886 8 7.059611 513491009
7 31 66.601473 9 7.400164 577946625
8 31 80.051275 11 7.277389 705993857
9 31 97.019228 13 7.463018 836265793
10 31 105.221053 14 7.515789 898337409
11 31 122.460219 16 7.653764 1029118913
12 31 141.042868 18 7.835715 1168155585
13 31 149.278062 19 7.856740 1220257409
14 31 167.864482 21 7.993547 1345981185
15 31 184.983743 23 8.042771 1488571841
16 31 203.320060 25 8.132802 1625835969
17 31 213.404314 26 8.207858 1667862977
18 31 231.989793 28 8.285350 1797796673
19 31 250.395819 30 8.346527 1929271169
20 31 269.054871 32 8.407965 2053381633
21 31 292.180554 34 8.593546 2202634433
22 31 312.185606 36 8.671822 2310108353
23 31 327.116785 38 8.608336 2461710209
24 31 344.072216 40 8.601805 2587680257
25 31 384.696820 42 9.159448 2731924097
26 31 399.209695 44 9.072948 2834208321
27 31 406.114847 46 8.828584 2950470785
28 31 433.238314 48 9.025798 3081552321
29 31 452.616191 50 9.052324 3229693889
30 31 466.470499 52 8.970587 3348874433
31 31 481.961156 53 9.093607 3413952449
6752.79
