q q_max q_time hits q_time/hits k 
1 31 6.708767 1 6.708767 63999937
2 31 14.157560 2 7.078780 128007553
3 31 21.226842 3 7.075614 192092161
4 31 36.661540 5 7.332308 320260673
5 31 45.528732 6 7.588122 384535425
6 31 61.538135 8 7.692267 513316993
7 31 70.687518 9 7.854169 576915393
8 31 87.484151 11 7.953105 706287617
9 31 105.748605 13 8.134508 834843585
10 31 115.731982 14 8.266570 897117377
11 31 134.247346 16 8.390459 1031173185
12 31 152.776397 18 8.487578 1155286657
13 31 163.241857 19 8.591677 1219892161
14 31 182.490543 21 8.690026 1349528897
15 31 202.049860 23 8.784777 1476912385
16 31 222.860658 25 8.914426 1621365697
17 31 234.061678 26 9.002372 1668814017
18 31 254.604629 28 9.093022 1798738177
19 31 274.894862 30 9.163162 1930435073
20 31 296.060108 32 9.251878 2060894145
21 31 317.589578 34 9.340870 2182289089
22 31 339.664892 36 9.435136 2330466049
23 31 359.796710 38 9.468334 2454899329
24 31 374.872398 40 9.371810 2565256257
25 31 400.052570 42 9.525061 2696955137
26 31 427.095048 44 9.706706 2839066625
27 31 444.859060 46 9.670849 2953034817
28 31 481.289592 48 10.026866 3095832769
29 31 499.088161 50 9.981763 3221486657
30 31 515.750568 52 9.918280 3352367873
31 31 518.994484 53 9.792349 3412645761
7361.82
