q q_max q_time hits q_time/hits k 
1 31 6.760260 1 6.760260 63999937
2 31 14.148911 2 7.074456 128060097
3 31 21.297009 3 7.099003 192103233
4 31 36.652170 5 7.330434 320209409
5 31 45.370941 6 7.561823 384524097
6 31 61.423734 8 7.677967 512515713
7 31 70.251708 9 7.805745 577225217
8 31 87.284785 11 7.934980 706184385
9 31 105.641427 13 8.126264 834601473
10 31 115.620322 14 8.258594 897863937
11 31 134.607751 16 8.412984 1028162753
12 31 152.855086 18 8.491949 1154590529
13 31 163.201669 19 8.589562 1219817409
14 31 182.153629 21 8.673982 1347314241
15 31 201.966151 23 8.781137 1477548417
16 31 222.634090 25 8.905364 1622837569
17 31 233.489921 26 8.980382 1671439681
18 31 254.886505 28 9.103089 1799524993
19 31 274.471819 30 9.149061 1925696001
20 31 297.747172 32 9.304599 2083490049
21 31 316.884779 34 9.320141 2199467201
22 31 338.947680 36 9.415213 2318102849
23 31 356.418695 38 9.379439 2449026881
24 31 373.739060 40 9.343476 2569032769
25 31 407.416731 42 9.700398 2726169729
26 31 409.736128 44 9.312185 2825590401
27 31 432.035011 46 9.392065 2953388417
28 31 457.344610 48 9.528013 3101328001
29 31 466.054855 50 9.321097 3213029121
30 31 491.959784 52 9.460765 3348532417
31 31 528.863590 53 9.978558 3442310081
7261.87
