q q_max q_time hits q_time/hits k 
1 31 7.199761 1 7.199761 63999937
2 31 15.447964 2 7.723982 128119169
3 31 21.425743 3 7.141914 192199361
4 31 36.781269 5 7.356254 320422209
5 31 45.195394 6 7.532566 384378113
6 31 61.438144 8 7.679768 513621121
7 31 70.790583 9 7.865620 577855425
8 31 87.360680 11 7.941880 704921345
9 31 106.338927 13 8.179917 842901377
10 31 115.554871 14 8.253919 898245569
11 31 133.827386 16 8.364212 1026036801
12 31 152.732664 18 8.485148 1155751489
13 31 163.125546 19 8.585555 1220103681
14 31 182.462812 21 8.688705 1353806017
15 31 201.941841 23 8.780080 1477663105
16 31 221.663724 25 8.866549 1607927873
17 31 233.505030 26 8.980963 1670649857
18 31 253.637602 28 9.058486 1796571073
19 31 275.289588 30 9.176320 1938001409
20 31 294.919601 32 9.216238 2054910913
21 31 314.178465 34 9.240543 2181804161
22 31 337.003406 36 9.361206 2320144769
23 31 360.811122 38 9.495030 2473324673
24 31 376.696838 40 9.417421 2595943681
25 31 410.971729 42 9.785041 2693498561
26 31 428.268652 44 9.733378 2825017985
27 31 457.006232 46 9.934918 2958368193
28 31 465.087277 48 9.689318 3082801153
29 31 499.362596 50 9.987252 3229701889
30 31 513.273347 52 9.870641 3340620161
31 31 523.881429 53 9.884555 3416266881
7367.18
