q q_max q_time hits q_time/hits k 
1 31 7.200316 1 7.200316 63999937
2 31 15.015472 2 7.507736 128008897
3 31 21.714287 3 7.238096 192179201
4 31 37.528276 5 7.505655 320713921
5 31 45.784143 6 7.630691 384473025
6 31 61.902696 8 7.737837 513083073
7 31 70.945240 9 7.882804 579101057
8 31 88.221652 11 8.020150 705150337
9 31 106.889249 13 8.222250 839017729
10 31 116.442655 14 8.317332 898005057
11 31 134.998222 16 8.437389 1026944705
12 31 154.128671 18 8.562704 1155518145
13 31 164.207464 19 8.642498 1218158273
14 31 183.527218 21 8.739391 1353157057
15 31 203.088132 23 8.829919 1475896001
16 31 223.873621 25 8.954945 1616778881
17 31 234.984929 26 9.037882 1670306113
18 31 255.432150 28 9.122577 1798270529
19 31 276.745829 30 9.224861 1933546369
20 31 296.958426 32 9.279951 2055327105
21 31 317.466177 34 9.337240 2181474817
22 31 338.407990 36 9.400222 2320630529
23 31 359.249948 38 9.453946 2440602497
24 31 376.747569 40 9.418689 2569029953
25 31 402.537141 42 9.584218 2694948545
26 31 437.471028 44 9.942523 2832909441
27 31 446.259354 46 9.701290 2951654657
28 31 464.592097 48 9.679002 3084321473
29 31 502.700578 50 10.054012 3222614785
30 31 525.911312 52 10.113679 3375317825
31 31 532.286348 53 10.043139 3421454913
7403.22
