q q_max q_time hits q_time/hits 
1 31 0.003926 1 0.003926
2 31 0.007096 2 0.003548
3 31 0.011794 3 0.003931
4 31 0.019255 5 0.003851
5 31 0.023190 6 0.003865
6 31 0.025984 8 0.003248
7 31 0.026692 9 0.002966
8 31 0.031187 11 0.002835
9 31 0.047913 13 0.003686
10 31 0.042191 14 0.003014
11 31 0.052403 16 0.003275
12 31 0.074271 18 0.004126
13 31 0.059008 19 0.003106
14 31 0.064207 21 0.003057
15 31 0.078848 23 0.003428
16 31 0.076806 25 0.003072
17 31 0.085737 26 0.003298
18 31 0.092740 28 0.003312
19 31 0.095074 30 0.003169
20 31 0.144649 32 0.004520
21 31 0.119997 34 0.003529
22 31 0.129700 36 0.003603
23 31 0.196657 38 0.005175
24 31 0.139550 40 0.003489
25 31 0.161312 42 0.003841
26 31 0.159465 44 0.003624
27 31 0.157846 46 0.003431
28 31 0.171507 48 0.003573
29 31 0.163499 50 0.003270
30 31 0.182538 52 0.003510
31 31 0.204260 53 0.003854
2.84968
