run: 76 | L: 4 | f_final: 1+1E-10 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:12:55 2021 | f: 1+1E0.235094/1+1E-10 | sweeps: 10000 | flat time: 0.005500s
Fri Jun 18 15:12:55 2021 | f: 1+1E-0.187942/1+1E-10 | sweeps: 10000 | flat time: 0.005602s
Fri Jun 18 15:12:55 2021 | f: 1+1E-0.546643/1+1E-10 | sweeps: 10000 | flat time: 0.005857s
Fri Jun 18 15:12:55 2021 | f: 1+1E-0.875664/1+1E-10 | sweeps: 10000 | flat time: 0.005823s
Fri Jun 18 15:12:55 2021 | f: 1+1E-1.190478/1+1E-10 | sweeps: 10000 | flat time: 0.005841s
Fri Jun 18 15:12:55 2021 | f: 1+1E-1.498346/1+1E-10 | sweeps: 10000 | flat time: 0.005820s
Fri Jun 18 15:12:55 2021 | f: 1+1E-1.802783/1+1E-10 | sweeps: 10000 | flat time: 0.005834s
Fri Jun 18 15:12:55 2021 | f: 1+1E-2.105512/1+1E-10 | sweeps: 10000 | flat time: 0.005793s
Fri Jun 18 15:12:55 2021 | f: 1+1E-2.407391/1+1E-10 | sweeps: 10000 | flat time: 0.005747s
Fri Jun 18 15:12:55 2021 | f: 1+1E-2.708846/1+1E-10 | sweeps: 10000 | flat time: 0.005728s
Fri Jun 18 15:12:55 2021 | f: 1+1E-3.010088/1+1E-10 | sweeps: 10000 | flat time: 0.005804s
Fri Jun 18 15:12:55 2021 | f: 1+1E-3.311224/1+1E-10 | sweeps: 20000 | flat time: 0.011547s
Fri Jun 18 15:12:55 2021 | f: 1+1E-3.612307/1+1E-10 | sweeps: 10000 | flat time: 0.005755s
Fri Jun 18 15:12:55 2021 | f: 1+1E-3.913363/1+1E-10 | sweeps: 10000 | flat time: 0.005759s
Fri Jun 18 15:12:55 2021 | f: 1+1E-4.214407/1+1E-10 | sweeps: 10000 | flat time: 0.005771s
Fri Jun 18 15:12:55 2021 | f: 1+1E-4.515443/1+1E-10 | sweeps: 10000 | flat time: 0.005752s
Fri Jun 18 15:12:55 2021 | f: 1+1E-4.816477/1+1E-10 | sweeps: 10000 | flat time: 0.005754s
Fri Jun 18 15:12:55 2021 | f: 1+1E-5.117508/1+1E-10 | sweeps: 10000 | flat time: 0.005772s
Fri Jun 18 15:12:55 2021 | f: 1+1E-5.418539/1+1E-10 | sweeps: 10000 | flat time: 0.005860s
Fri Jun 18 15:12:55 2021 | f: 1+1E-5.719570/1+1E-10 | sweeps: 50000 | flat time: 0.029754s
Fri Jun 18 15:12:55 2021 | f: 1+1E-6.020600/1+1E-10 | sweeps: 10000 | flat time: 0.005845s
Fri Jun 18 15:12:55 2021 | f: 1+1E-6.321630/1+1E-10 | sweeps: 20000 | flat time: 0.011745s
Fri Jun 18 15:12:55 2021 | f: 1+1E-6.622660/1+1E-10 | sweeps: 10000 | flat time: 0.005856s
Fri Jun 18 15:12:55 2021 | f: 1+1E-6.923690/1+1E-10 | sweeps: 10000 | flat time: 0.005869s
Fri Jun 18 15:12:55 2021 | f: 1+1E-7.224720/1+1E-10 | sweeps: 40000 | flat time: 0.023529s
Fri Jun 18 15:12:55 2021 | f: 1+1E-7.525750/1+1E-10 | sweeps: 10000 | flat time: 0.005883s
Fri Jun 18 15:12:55 2021 | f: 1+1E-7.826780/1+1E-10 | sweeps: 10000 | flat time: 0.005909s
Fri Jun 18 15:12:55 2021 | f: 1+1E-8.127810/1+1E-10 | sweeps: 10000 | flat time: 0.005919s
Fri Jun 18 15:12:55 2021 | f: 1+1E-8.428840/1+1E-10 | sweeps: 10000 | flat time: 0.005804s
Fri Jun 18 15:12:55 2021 | f: 1+1E-8.729870/1+1E-10 | sweeps: 20000 | flat time: 0.011518s
Fri Jun 18 15:12:55 2021 | f: 1+1E-9.030900/1+1E-10 | sweeps: 10000 | flat time: 0.005739s
Fri Jun 18 15:12:55 2021 | f: 1+1E-9.331930/1+1E-10 | sweeps: 10000 | flat time: 0.005772s
Fri Jun 18 15:12:55 2021 | f: 1+1E-9.632960/1+1E-10 | sweeps: 20000 | flat time: 0.011491s
Fri Jun 18 15:12:55 2021 | f: 1+1E-9.933990/1+1E-10 | sweeps: 20000 | flat time: 0.011452s
