f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.006217 10000 1964 2000.000000
1+1E-0.187942 1+1E-3 0.006443 10000 1983 2000.000000
1+1E-0.546643 1+1E-3 0.006490 10000 1957 2000.000000
1+1E-0.875664 1+1E-3 0.006112 10000 1965 2000.000000
1+1E-1.190478 1+1E-3 0.005917 10000 1981 2000.000000
1+1E-1.498346 1+1E-3 0.007462 10000 1947 2000.000000
1+1E-1.802783 1+1E-3 0.006362 10000 1927 2000.000000
1+1E-2.105512 1+1E-3 0.006153 10000 1894 2000.000000
1+1E-2.407391 1+1E-3 0.006159 10000 1858 2000.000000
1+1E-2.708846 1+1E-3 0.012440 20000 3613 4000.000000
0.070033
