q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.127548 1 0.127548 6398430 6398415 0 1
1 31 0.147849 1 0.147849 6398430 6398415 0 1
2 31 0.199245 2 0.099622 12806901 9296714 3510172 0
3 31 0.244590 3 0.081530 19244534 13473395 5771124 0
4 31 0.530043 5 0.106009 32340879 19785797 12555067 0
5 31 0.571565 6 0.095261 38597526 25059658 13537853 0
6 31 0.676296 8 0.084537 51576581 31254241 20322325 0
7 31 0.851281 10 0.085128 64958160 37974196 26983949 0
8 31 1.057470 12 0.088122 80820737 46336325 34484397 0
9 31 1.342895 14 0.095921 91419037 51552165 39866857 0
10 31 1.677669 16 0.104854 104681115 58313064 46368036 0
11 31 1.758989 18 0.097722 117785625 65156686 52628924 0
12 31 1.959208 21 0.093296 140491000 74356748 66134237 0
13 31 1.875747 23 0.081554 151694196 80349267 71344914 0
14 31 2.739674 26 0.105372 171867331 88292662 83574654 0
15 31 2.827137 28 0.100969 188604431 96956589 91647827 0
16 31 2.871664 31 0.092634 212043210 106430551 105612644 0
17 31 2.880619 34 0.084724 230156155 113332537 116823603 0
18 31 3.071931 36 0.085331 239379575 117654153 121725407 0
19 31 3.704365 38 0.097483 253275667 124782959 128492693 0
20 31 3.997388 41 0.097497 275962920 132792267 143170638 0
21 31 3.586509 43 0.083407 284825668 137051941 147773712 0
22 31 4.332702 46 0.094189 307915800 144871110 163044675 0
23 31 4.491234 49 0.091658 327454389 150700226 176754148 0
24 31 4.648715 52 0.089398 351845737 158535935 193309787 0
25 31 4.904905 55 0.089180 370236291 163042854 207193422 0
26 31 4.970788 58 0.085703 388169995 167276041 220893939 0
27 31 5.360777 61 0.087882 414178831 174732503 239446313 0
28 31 5.871983 65 0.090338 446151600 180577652 265573933 0
29 31 5.864013 67 0.087523 453462971 181190474 272272482 0
30 31 6.181654 69 0.089589 465524630 182598426 282926189 0
31 31 5.644042 71 0.079494 492965501 189596367 303369119 0
91.0033
