q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.073720 1 0.073720 6398430 6398415 0 1
1 31 0.078686 1 0.078686 6398430 6398415 0 1
2 31 0.158080 2 0.079040 12804877 9293309 3511553 0
3 31 0.237124 3 0.079041 19231583 13464111 5767457 0
4 31 0.397871 5 0.079574 32188089 19665038 12523036 0
5 31 0.476703 6 0.079451 38627407 25104220 13523172 0
6 31 0.660990 8 0.082624 51731584 31360334 20371235 0
7 31 0.822034 10 0.082203 64828626 37934929 26893682 0
8 31 1.081269 12 0.090106 81994213 47097564 34896634 0
9 31 1.183352 14 0.084525 92144084 52038756 40105313 0
10 31 1.371273 16 0.085705 105109369 58725145 46384209 0
11 31 1.577678 18 0.087649 119337601 66081714 53255872 0
12 31 1.777850 21 0.084660 140100505 74056407 66044083 0
13 31 1.959062 23 0.085177 153039373 81082660 71956698 0
14 31 2.185391 26 0.084054 171624033 87948972 83675046 0
15 31 2.489563 28 0.088913 188872964 97214703 91658246 0
16 31 2.723011 31 0.087839 209466861 104900723 104566123 0
17 31 2.941525 34 0.086515 228016350 112228557 115787778 0
18 31 3.154980 36 0.087638 243701407 120348962 123352430 0
19 31 3.273689 38 0.086150 258268462 127382031 130886416 0
20 31 3.375495 41 0.082329 276730145 133373181 143356949 0
21 31 3.593848 43 0.083578 282103548 135515883 146587650 0
22 31 3.892656 46 0.084623 308826615 145607094 163219506 0
23 31 4.348565 49 0.088746 327553576 151101428 176452133 0
24 31 4.665543 52 0.089722 346891881 156355174 190536692 0
25 31 4.782458 55 0.086954 374432282 165247541 209184726 0
26 31 4.823388 58 0.083162 385804826 166191235 219613576 0
27 31 5.076197 61 0.083216 414801470 175124489 239676966 0
28 31 5.796008 65 0.089169 441975976 178882241 263093720 0
29 31 5.667760 67 0.084593 450704713 180007177 270697521 0
30 31 5.742613 69 0.083226 459318049 180369693 278948341 0
31 31 5.951179 71 0.083819 480690022 184365293 296324714 0
86.3426
