q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.074300 1 0.074300 6398430 6398415 0 1
1 31 0.078754 1 0.078754 6398430 6398415 0 1
2 31 0.157881 2 0.078940 12811113 9301638 3509460 0
3 31 0.236289 3 0.078763 19221447 13461365 5760067 0
4 31 0.403189 5 0.080638 32266674 19732611 12534048 0
5 31 0.490767 6 0.081794 38669097 25155195 13513887 0
6 31 0.634564 8 0.079321 51541466 31228111 20313340 0
7 31 0.817067 10 0.081707 65190869 38161340 27029514 0
8 31 1.067611 12 0.088968 81581823 46793348 34788460 0
9 31 1.193643 14 0.085260 91202796 51434928 39767853 0
10 31 1.338501 16 0.083656 104210819 58036023 46174781 0
11 31 1.450870 18 0.080604 118671508 65825032 52846461 0
12 31 1.691740 21 0.080559 139424494 73713721 65710758 0
13 31 1.893936 23 0.082345 150126356 79373636 70752705 0
14 31 2.233345 26 0.085898 172141448 88442193 83699240 0
15 31 2.419515 28 0.086411 186339737 95908335 90431387 0
16 31 2.670522 31 0.086146 208720046 104684105 104035926 0
17 31 2.957522 34 0.086986 230954969 113711687 117243267 0
18 31 3.112255 36 0.086452 246595785 121847246 124748524 0
19 31 3.217478 38 0.084670 254038441 125146856 128891570 0
20 31 3.551898 41 0.086632 275144486 132542193 142602278 0
21 31 3.769691 43 0.087667 286768166 137958675 148809476 0
22 31 4.065526 46 0.088381 310951734 146519723 164431996 0
23 31 4.278979 49 0.087326 332179045 153134286 179044744 0
24 31 5.011709 52 0.096379 357962598 161521412 196441171 0
25 31 4.636084 55 0.084292 368611443 162782386 205829042 0
26 31 4.845793 58 0.083548 390351475 168574742 221776718 0
27 31 5.106551 61 0.083714 414076135 174511950 239564170 0
28 31 5.887980 65 0.090584 457180858 185776517 271404326 0
29 31 5.572188 67 0.083167 450794531 180440666 270353850 0
30 31 5.827966 69 0.084463 467560594 183844029 283716550 0
31 31 5.633086 71 0.079339 483841930 186160481 297681434 0
86.3299
