q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.073870 1 0.073870 6398430 6398415 0 1
1 31 0.078640 1 0.078640 6398430 6398415 0 1
2 31 0.157303 2 0.078651 12807647 9289739 3517893 0
3 31 0.235436 3 0.078479 19224113 13453236 5770862 0
4 31 0.401139 5 0.080228 32267024 19716683 12550326 0
5 31 0.485712 6 0.080952 38572850 25058211 13514624 0
6 31 0.658241 8 0.082280 51731575 31373960 20357600 0
7 31 0.806687 10 0.080669 65129096 38113441 27015640 0
8 31 1.042243 12 0.086854 79645557 45573928 34071614 0
9 31 1.218886 14 0.087063 91631744 51705456 39926273 0
10 31 1.377299 16 0.086081 104392759 58168575 46224169 0
11 31 1.524337 18 0.084685 117580671 65040913 52539743 0
12 31 1.822089 21 0.086766 140070070 74091917 65978138 0
13 31 1.953610 23 0.084940 150521523 79669511 70851997 0
14 31 2.255573 26 0.086753 175220889 90167224 85053650 0
15 31 2.361017 28 0.084322 185642133 95467281 90174837 0
16 31 2.783699 31 0.089797 211278910 105815560 105463335 0
17 31 2.794380 34 0.082188 226841752 111479738 115361999 0
18 31 3.018516 36 0.083848 242744217 119786260 122957942 0
19 31 3.175648 38 0.083570 251214005 123623831 127590159 0
20 31 3.578427 41 0.087279 275865014 132818158 143046841 0
21 31 3.693572 43 0.085897 289083306 139279210 149804081 0
22 31 4.123314 46 0.089637 311679002 146871434 164807553 0
23 31 4.181766 49 0.085342 328138284 151147334 176990935 0
24 31 4.413986 52 0.084884 350756882 157851157 192905710 0
25 31 4.809937 55 0.087453 374239423 165077168 209162240 0
26 31 4.866297 58 0.083902 390263530 168411348 221852167 0
27 31 5.111283 61 0.083792 409694828 172126646 237568167 0
28 31 5.862816 65 0.090197 450722268 182625985 268096268 0
29 31 5.570521 67 0.083142 447785268 179071725 268713528 0
30 31 5.807310 69 0.084164 468477042 184272620 284204407 0
31 31 5.820590 71 0.081980 484052706 185975327 298077364 0
86.075
