q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.133715 1 0.133715 6398430 6398415 0 1
1 31 0.155225 1 0.155225 6398430 6398415 0 1
2 31 0.238620 2 0.119310 12809157 9304406 3504736 0
3 31 0.298089 3 0.099363 19237912 13464925 5772972 0
4 31 0.645747 5 0.129149 32239566 19706982 12532569 0
5 31 0.536639 6 0.089440 38596086 25084380 13511691 0
6 31 0.742777 8 0.092847 51939973 31514845 20425113 0
7 31 0.944412 10 0.094441 65370697 38260854 27109828 0
8 31 1.144459 12 0.095372 79180711 45239024 33941672 0
9 31 1.420145 14 0.101439 92276674 52092849 40183810 0
10 31 1.444120 16 0.090258 104077006 57999813 46077178 0
11 31 1.500081 18 0.083338 118329771 65473579 52856177 0
12 31 1.868752 21 0.088988 140475162 74251486 66223661 0
13 31 1.948384 23 0.084712 151257600 79970584 71287001 0
14 31 2.368872 26 0.091110 171648199 87979194 83668990 0
15 31 2.785833 28 0.099494 187573156 96600939 90972202 0
16 31 2.726967 31 0.087967 214425060 107740328 106684717 0
17 31 2.940267 34 0.086478 229183342 112730316 116453011 0
18 31 3.445960 36 0.095721 242368496 119404630 122963851 0
19 31 3.365064 38 0.088554 256675515 126552577 130122923 0
20 31 3.592636 41 0.087625 280571333 135141923 145429395 0
21 31 3.979649 43 0.092550 285091252 137084871 148006366 0
22 31 4.372595 46 0.095056 306481729 144256739 162224975 0
23 31 4.114714 49 0.083974 331314334 152684096 178630223 0
24 31 4.591487 52 0.088298 350430368 157919343 192511010 0
25 31 5.111556 55 0.092937 372892844 164801421 208091408 0
26 31 4.846592 58 0.083562 388404462 167792868 220611579 0
27 31 5.430246 61 0.089020 413330725 174205567 239125143 0
28 31 5.987120 65 0.092110 456166198 184702207 271463976 0
29 31 6.414925 67 0.095745 450051862 180259372 269792475 0
30 31 5.808466 69 0.084181 466378871 183289185 283089671 0
31 31 6.357145 71 0.089537 477782953 183609816 294173122 0
91.3477
