f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.005493 10000 1973 2000.000000
1+1E-0.187942 1+1E-5 0.005563 10000 1980 2000.000000
1+1E-0.546643 1+1E-5 0.005932 10000 1978 2000.000000
1+1E-0.875664 1+1E-5 0.006065 10000 1981 2000.000000
1+1E-1.190478 1+1E-5 0.006047 10000 1977 2000.000000
1+1E-1.498346 1+1E-5 0.005971 10000 1953 2000.000000
1+1E-1.802783 1+1E-5 0.005955 10000 1951 2000.000000
1+1E-2.105512 1+1E-5 0.005848 10000 1902 2000.000000
1+1E-2.407391 1+1E-5 0.005898 10000 1903 2000.000000
1+1E-2.708846 1+1E-5 0.011661 20000 3810 4000.000000
1+1E-3.010088 1+1E-5 0.028825 50000 9598 10000.000000
1+1E-3.311224 1+1E-5 0.028911 50000 9567 10000.000000
1+1E-3.612307 1+1E-5 0.047317 80000 15232 16000.000000
1+1E-3.913363 1+1E-5 0.047687 80000 15278 16000.000000
1+1E-4.214407 1+1E-5 0.076134 130000 24981 26000.000000
1+1E-4.515443 1+1E-5 0.070166 120000 22900 24000.000000
1+1E-4.816477 1+1E-5 0.074751 130000 24700 26000.000000
0.438445
