run: 48 | L: 4 | f_final: 1+1E-5 | flatness: 95 | dim: 2D | lattice: SS
Fri Jun 18 15:19:42 2021 | f: 1+1E0.235094/1+1E-5 | sweeps: 10000 | flat time: 0.005481s
Fri Jun 18 15:19:42 2021 | f: 1+1E-0.187942/1+1E-5 | sweeps: 10000 | flat time: 0.005664s
Fri Jun 18 15:19:42 2021 | f: 1+1E-0.546643/1+1E-5 | sweeps: 10000 | flat time: 0.005992s
Fri Jun 18 15:19:42 2021 | f: 1+1E-0.875664/1+1E-5 | sweeps: 10000 | flat time: 0.006056s
Fri Jun 18 15:19:42 2021 | f: 1+1E-1.190478/1+1E-5 | sweeps: 10000 | flat time: 0.005990s
Fri Jun 18 15:19:42 2021 | f: 1+1E-1.498346/1+1E-5 | sweeps: 10000 | flat time: 0.005971s
Fri Jun 18 15:19:42 2021 | f: 1+1E-1.802783/1+1E-5 | sweeps: 10000 | flat time: 0.005938s
Fri Jun 18 15:19:42 2021 | f: 1+1E-2.105512/1+1E-5 | sweeps: 20000 | flat time: 0.011883s
Fri Jun 18 15:19:42 2021 | f: 1+1E-2.407391/1+1E-5 | sweeps: 20000 | flat time: 0.011560s
Fri Jun 18 15:19:42 2021 | f: 1+1E-2.708846/1+1E-5 | sweeps: 30000 | flat time: 0.017338s
Fri Jun 18 15:19:42 2021 | f: 1+1E-3.010088/1+1E-5 | sweeps: 30000 | flat time: 0.017375s
Fri Jun 18 15:19:42 2021 | f: 1+1E-3.311224/1+1E-5 | sweeps: 50000 | flat time: 0.029784s
Fri Jun 18 15:19:42 2021 | f: 1+1E-3.612307/1+1E-5 | sweeps: 60000 | flat time: 0.035138s
Fri Jun 18 15:19:42 2021 | f: 1+1E-3.913363/1+1E-5 | sweeps: 50000 | flat time: 0.029901s
Fri Jun 18 15:19:42 2021 | f: 1+1E-4.214407/1+1E-5 | sweeps: 100000 | flat time: 0.058383s
Fri Jun 18 15:19:42 2021 | f: 1+1E-4.515443/1+1E-5 | sweeps: 70000 | flat time: 0.040486s
Fri Jun 18 15:19:42 2021 | f: 1+1E-4.816477/1+1E-5 | sweeps: 60000 | flat time: 0.035261s
