f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.702808 140000 5219 5456.760049
1+1E-0.187942 1+1E-6 0.151159 30000 1123 1169.305725
1+1E-0.546643 1+1E-6 0.253024 50000 1890 1948.842875
1+1E-0.875664 1+1E-6 0.202149 40000 1483 1559.074300
1+1E-1.190478 1+1E-6 0.250377 50000 1879 1948.842875
1+1E-1.498346 1+1E-6 0.500934 100000 3741 3897.685749
1+1E-1.802783 1+1E-6 0.550848 110000 4102 4287.454324
1+1E-2.105512 1+1E-6 0.650885 130000 4887 5066.991474
1+1E-2.407391 1+1E-6 1.051564 210000 7840 8185.140073
1+1E-2.708846 1+1E-6 1.252163 250000 9337 9744.214373
1+1E-3.010088 1+1E-6 1.653114 330000 12262 12862.362972
1+1E-3.311224 1+1E-6 2.955625 590000 22014 22996.345920
1+1E-3.612307 1+1E-6 3.256003 650000 24096 25334.957369
1+1E-3.913363 1+1E-6 5.159508 1030000 38181 40146.163216
1+1E-4.214407 1+1E-6 8.167046 1630000 60363 63532.277710
1+1E-4.515443 1+1E-6 14.277958 2850000 105531 111084.043849
1+1E-4.816477 1+1E-6 8.214267 1640000 60726 63922.046285
1+1E-5.117508 1+1E-6 36.924131 7370000 273074 287259.439708
1+1E-5.418539 1+1E-6 14.577586 2910000 107778 113422.655298
1+1E-5.719570 1+1E-6 15.027267 3000000 111249 116930.572473
115.779
