f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.771618 150000 5559 5846.528624
1+1E-0.187942 1+1E-6 0.206723 40000 1501 1559.074300
1+1E-0.546643 1+1E-6 0.207602 40000 1514 1559.074300
1+1E-0.875664 1+1E-6 0.311301 60000 2260 2338.611449
1+1E-1.190478 1+1E-6 0.362725 70000 2670 2728.380024
1+1E-1.498346 1+1E-6 0.311295 60000 2242 2338.611449
1+1E-1.802783 1+1E-6 0.310944 60000 2242 2338.611449
1+1E-2.105512 1+1E-6 0.725779 140000 5224 5456.760049
1+1E-2.407391 1+1E-6 0.878729 200000 7419 7795.371498
1+1E-2.708846 1+1E-6 1.262972 320000 11919 12472.594397
1+1E-3.010088 1+1E-6 1.957104 390000 14516 15200.974421
1+1E-3.311224 1+1E-6 1.806543 360000 13359 14031.668697
1+1E-3.612307 1+1E-6 5.821855 1160000 43011 45213.154689
1+1E-3.913363 1+1E-6 4.818057 960000 35574 37417.783191
1+1E-4.214407 1+1E-6 9.386097 1870000 69601 72886.723508
1+1E-4.515443 1+1E-6 14.552234 2900000 107505 113032.886724
1+1E-4.816477 1+1E-6 24.384983 4860000 180034 189427.527406
1+1E-5.117508 1+1E-6 20.749336 4140000 153916 161364.190012
1+1E-5.418539 1+1E-6 36.706572 7320000 271587 285310.596833
1+1E-5.719570 1+1E-6 12.030025 2400000 89077 93544.457978
137.563
