f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.656402 130000 4853 5066.991474
1+1E-0.187942 1+1E-6 0.253730 50000 1879 1948.842875
1+1E-0.546643 1+1E-6 0.152306 30000 1118 1169.305725
1+1E-0.875664 1+1E-6 0.254198 50000 1885 1948.842875
1+1E-1.190478 1+1E-6 0.302507 60000 2245 2338.611449
1+1E-1.498346 1+1E-6 0.352712 70000 2621 2728.380024
1+1E-1.802783 1+1E-6 0.402995 80000 2972 3118.148599
1+1E-2.105512 1+1E-6 0.604550 120000 4471 4677.222899
1+1E-2.407391 1+1E-6 0.956913 190000 7050 7405.602923
1+1E-2.708846 1+1E-6 1.813549 360000 13393 14031.668697
1+1E-3.010088 1+1E-6 2.116003 420000 15784 16370.280146
1+1E-3.311224 1+1E-6 2.570233 510000 18924 19878.197320
1+1E-3.612307 1+1E-6 4.283685 850000 31611 33130.328867
1+1E-3.913363 1+1E-6 4.838943 960000 35634 37417.783191
1+1E-4.214407 1+1E-6 5.996476 1190000 44104 46382.460414
1+1E-4.515443 1+1E-6 8.114202 1610000 59634 62752.740560
1+1E-4.816477 1+1E-6 11.643424 2310000 85674 90036.540804
1+1E-5.117508 1+1E-6 10.838399 2150000 79721 83800.243605
1+1E-5.418539 1+1E-6 20.110026 3990000 147938 155517.661389
1+1E-5.719570 1+1E-6 22.539826 4480000 166392 174616.321559
98.8013
