f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.860376 170000 6386 6626.065773
1+1E-0.187942 1+1E-4 0.203466 40000 1503 1559.074300
1+1E-0.546643 1+1E-4 0.152645 30000 1125 1169.305725
1+1E-0.875664 1+1E-4 0.203778 40000 1492 1559.074300
1+1E-1.190478 1+1E-4 0.556264 110000 4152 4287.454324
1+1E-1.498346 1+1E-4 0.353841 70000 2611 2728.380024
1+1E-1.802783 1+1E-4 0.555979 110000 4076 4287.454324
1+1E-2.105512 1+1E-4 0.555629 110000 4081 4287.454324
1+1E-2.407391 1+1E-4 0.960003 190000 7112 7405.602923
1+1E-2.708846 1+1E-4 1.313971 260000 9747 10133.982948
1+1E-3.010088 1+1E-4 1.718632 340000 12629 13252.131547
1+1E-3.311224 1+1E-4 2.727901 540000 20110 21047.503045
1+1E-3.612307 1+1E-4 5.255330 1040000 38599 40535.931790
1+1E-3.913363 1+1E-4 5.204725 1030000 38194 40146.163216
20.6228
