f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.667187 130000 4817 5066.991474
1+1E-0.187942 1+1E-4 0.154872 30000 1112 1169.305725
1+1E-0.546643 1+1E-4 0.207315 40000 1489 1559.074300
1+1E-0.875664 1+1E-4 0.310643 60000 2261 2338.611449
1+1E-1.190478 1+1E-4 0.207342 40000 1487 1559.074300
1+1E-1.498346 1+1E-4 0.311248 60000 2222 2338.611449
1+1E-1.802783 1+1E-4 0.414182 80000 2982 3118.148599
1+1E-2.105512 1+1E-4 0.518217 100000 3734 3897.685749
1+1E-2.407391 1+1E-4 1.036198 200000 7461 7795.371498
1+1E-2.708846 1+1E-4 1.709355 330000 12284 12862.362972
1+1E-3.010088 1+1E-4 1.709542 330000 12249 12862.362972
1+1E-3.311224 1+1E-4 2.899703 560000 20776 21827.040195
1+1E-3.612307 1+1E-4 4.456894 860000 31893 33520.097442
1+1E-3.913363 1+1E-4 5.027396 970000 35979 37807.551766
19.6303
