q q_max q_time hits q_time/hits 
1 31 0.002851 1 0.002851
2 31 0.004380 2 0.002190
3 31 0.006032 3 0.002011
4 31 0.009953 5 0.001991
5 31 0.012226 6 0.002038
6 31 0.017985 8 0.002248
7 31 0.020816 9 0.002313
8 31 0.021089 11 0.001917
9 31 0.024916 13 0.001917
10 31 0.025308 14 0.001808
11 31 0.035370 16 0.002211
12 31 0.042013 18 0.002334
13 31 0.036356 19 0.001913
14 31 0.040391 21 0.001923
15 31 0.060654 23 0.002637
16 31 0.092380 25 0.003695
17 31 0.071335 26 0.002744
18 31 0.059493 28 0.002125
19 31 0.123870 30 0.004129
20 31 0.096856 32 0.003027
21 31 0.081838 34 0.002407
22 31 0.093791 36 0.002605
23 31 0.148230 38 0.003901
24 31 0.183093 40 0.004577
25 31 0.106464 42 0.002535
26 31 0.125067 44 0.002842
27 31 0.090773 46 0.001973
28 31 0.113710 48 0.002369
29 31 0.128162 50 0.002563
30 31 0.159234 52 0.003062
31 31 0.168127 53 0.003172
2.20317
