q q_max q_time hits q_time/hits 
1 31 0.002949 1 0.002949
2 31 0.004678 2 0.002339
3 31 0.006742 3 0.002247
4 31 0.010281 5 0.002056
5 31 0.011897 6 0.001983
6 31 0.016257 8 0.002032
7 31 0.019261 9 0.002140
8 31 0.024267 11 0.002206
9 31 0.041277 13 0.003175
10 31 0.030826 14 0.002202
11 31 0.041972 16 0.002623
12 31 0.057400 18 0.003189
13 31 0.047506 19 0.002500
14 31 0.065343 21 0.003112
15 31 0.059740 23 0.002597
16 31 0.069410 25 0.002776
17 31 0.074920 26 0.002882
18 31 0.068674 28 0.002453
19 31 0.076698 30 0.002557
20 31 0.092140 32 0.002879
21 31 0.096583 34 0.002841
22 31 0.144631 36 0.004018
23 31 0.149321 38 0.003929
24 31 0.197532 40 0.004938
25 31 0.172215 42 0.004100
26 31 0.122854 44 0.002792
27 31 0.125628 46 0.002731
28 31 0.150811 48 0.003142
29 31 0.136843 50 0.002737
30 31 0.224787 52 0.004323
31 31 0.158600 53 0.002992
2.5044
