f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 30.509564 2050000 16225 17832.144071
1+1E-0.187942 1+1E-8 3.996349 270000 2161 2348.623853
1+1E-0.546643 1+1E-8 3.257054 220000 1731 1913.693510
1+1E-0.875664 1+1E-8 2.962417 200000 1576 1739.721373
1+1E-1.190478 1+1E-8 3.230577 220000 1737 1913.693510
1+1E-1.498346 1+1E-8 6.194653 420000 3466 3653.414883
1+1E-1.802783 1+1E-8 6.790763 460000 3787 4001.359157
1+1E-2.105512 1+1E-8 8.415550 570000 4520 4958.205912
1+1E-2.407391 1+1E-8 21.901393 1480000 11640 12873.938158
1+1E-2.708846 1+1E-8 27.252234 1840000 14552 16005.436629
1+1E-3.010088 1+1E-8 38.211399 2580000 20622 22442.405708
1+1E-3.311224 1+1E-8 61.023348 4110000 32443 35751.274210
1+1E-3.612307 1+1E-8 68.949629 4620000 36259 40187.563710
1+1E-3.913363 1+1E-8 110.548948 7410000 58158 64456.676860
1+1E-4.214407 1+1E-8 179.049154 12000000 95483 104383.282365
1+1E-4.515443 1+1E-8 234.660907 15820000 123858 137611.960584
1+1E-4.816477 1+1E-8 359.268418 24160000 190193 210158.341828
1+1E-5.117508 1+1E-8 1176.281516 77570000 627208 674750.934421
1+1E-5.418539 1+1E-8 511.618778 34220000 267917 297666.326877
1+1E-5.719570 1+1E-8 582.915729 38770000 303581 337244.988107
1+1E-6.020600 1+1E-8 4061.347649 271560000 2128109 2362193.679918
1+1E-6.321630 1+1E-8 1294.087397 85840000 672054 746688.413184
1+1E-6.622660 1+1E-8 4607.338633 308040000 2417971 2679518.858308
1+1E-6.923690 1+1E-8 792.853657 53040000 415262 461374.108053
1+1E-7.224720 1+1E-8 2888.385711 192300000 1530418 1672742.099898
1+1E-7.525750 1+1E-8 564.175814 37690000 295370 327850.492695
1+1E-7.826780 1+1E-8 1250.505859 83170000 651406 723463.132858
18895.7
