f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 41.670336 2860000 22758 24878.015630
1+1E-0.187942 1+1E-8 8.008511 550000 4608 4784.233775
1+1E-0.546643 1+1E-8 3.042889 210000 1647 1826.769513
1+1E-0.875664 1+1E-8 5.683547 390000 3216 3392.456677
1+1E-1.190478 1+1E-8 7.959097 550000 4615 4784.233775
1+1E-1.498346 1+1E-8 5.344033 370000 2952 3218.484540
1+1E-1.802783 1+1E-8 7.367931 510000 4241 4436.289501
1+1E-2.105512 1+1E-8 5.455168 380000 2985 3305.470608
1+1E-2.407391 1+1E-8 21.605073 1500000 12208 13047.910296
1+1E-2.708846 1+1E-8 40.918290 2840000 22321 24704.043493
1+1E-3.010088 1+1E-8 36.612117 2540000 20020 22094.461434
1+1E-3.311224 1+1E-8 66.326649 4600000 36097 40013.591573
1+1E-3.612307 1+1E-8 104.697470 7260000 56962 63151.885831
1+1E-3.913363 1+1E-8 105.610709 7320000 57514 63673.802243
1+1E-4.214407 1+1E-8 211.072158 14620000 114791 127173.632348
1+1E-4.515443 1+1E-8 229.653297 15920000 125132 138481.821271
1+1E-4.816477 1+1E-8 349.808700 24250000 189902 210941.216446
1+1E-5.117508 1+1E-8 490.503163 30410000 238094 264524.634726
1+1E-5.418539 1+1E-8 937.731046 64830000 517127 563930.682977
1+1E-5.719570 1+1E-8 962.728287 65940000 523392 573586.136595
1+1E-6.020600 1+1E-8 2302.068367 156500000 1225931 1361331.974176
1+1E-6.321630 1+1E-8 2556.867216 173470000 1358402 1508947.332654
1+1E-6.622660 1+1E-8 978.634681 65500000 513139 569758.749575
1+1E-6.923690 1+1E-8 3254.613324 218040000 1708124 1896644.240571
1+1E-7.224720 1+1E-8 375.031305 25830000 202247 224685.015291
1+1E-7.525750 1+1E-8 1199.361471 81610000 639185 709893.306150
1+1E-7.826780 1+1E-8 1184.207300 79990000 631731 695801.563031
15492.6
