f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 35.744642 2350000 18406 20441.726130
1+1E-0.187942 1+1E-8 3.326361 220000 1729 1913.693510
1+1E-0.546643 1+1E-8 4.869430 320000 2507 2783.554196
1+1E-0.875664 1+1E-8 3.034189 200000 1580 1739.721373
1+1E-1.190478 1+1E-8 3.306589 220000 1740 1913.693510
1+1E-1.498346 1+1E-8 10.735432 710000 5562 6176.010873
1+1E-1.802783 1+1E-8 4.366959 290000 2283 2522.595990
1+1E-2.105512 1+1E-8 12.564469 830000 6611 7219.843697
1+1E-2.407391 1+1E-8 18.614468 1230000 9738 10699.286442
1+1E-2.708846 1+1E-8 23.159627 1530000 12171 13308.868502
1+1E-3.010088 1+1E-8 32.353098 2140000 16820 18615.018688
1+1E-3.311224 1+1E-8 60.716821 4010000 31641 34881.413524
1+1E-3.612307 1+1E-8 72.812567 4810000 37666 41840.299015
1+1E-3.913363 1+1E-8 91.533358 6050000 47523 52626.571526
1+1E-4.214407 1+1E-8 150.901577 9960000 78343 86638.124363
1+1E-4.515443 1+1E-8 190.807083 12600000 98730 109602.446483
1+1E-4.816477 1+1E-8 478.521717 31540000 248934 274354.060483
1+1E-5.117508 1+1E-8 461.101722 30030000 235211 261219.164118
1+1E-5.418539 1+1E-8 501.328307 33020000 259033 287227.998641
1+1E-5.719570 1+1E-8 589.360071 38730000 303867 336897.043833
1+1E-6.020600 1+1E-8 5227.790787 341920000 2689423 2974227.658852
1+1E-6.321630 1+1E-8 501.197873 32870000 257908 285923.207611
1+1E-6.622660 1+1E-8 1234.583353 81120000 636949 705630.988787
1+1E-6.923690 1+1E-8 20860.761428 1369390000 10721310 11911785.253143
1+1E-7.224720 1+1E-8 1523.799035 100130000 785480 870991.505267
1+1E-7.525750 1+1E-8 1928.437634 126770000 992568 1102722.392117
1+1E-7.826780 1+1E-8 1590.210792 103960000 815662 904307.169555
35615.9
