f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 38.720568 2600000 20562 22616.377846
1+1E-0.187942 1+1E-5 4.941486 340000 2774 2957.526334
1+1E-0.546643 1+1E-5 3.333375 230000 1801 2000.679579
1+1E-0.875664 1+1E-5 7.732411 510000 4072 4436.289501
1+1E-1.190478 1+1E-5 4.184095 290000 2299 2522.595990
1+1E-1.498346 1+1E-5 6.487612 450000 3644 3914.373089
1+1E-1.802783 1+1E-5 6.484332 450000 3631 3914.373089
1+1E-2.105512 1+1E-5 7.066667 490000 3891 4262.317363
1+1E-2.407391 1+1E-5 23.183731 1600000 13128 13917.770982
1+1E-2.708846 1+1E-5 22.451376 1550000 12510 13482.840639
1+1E-3.010088 1+1E-5 40.057323 2760000 21806 24008.154944
1+1E-3.311224 1+1E-5 31.827761 2200000 17314 19136.935100
1+1E-3.612307 1+1E-5 64.631755 4410000 34592 38360.856269
1+1E-3.913363 1+1E-5 85.440301 5890000 46346 51234.794427
1+1E-4.214407 1+1E-5 218.617368 14060000 110201 122302.412504
1+1E-4.515443 1+1E-5 336.291221 23180000 183797 201633.707102
1+1E-4.816477 1+1E-5 469.731363 32400000 254959 281834.862385
1371.18
