q q_max q_time hits q_time/hits 
1 127 2.121576 1 2.121576
2 127 2.285310 2 1.142655
3 127 2.356853 3 0.785618
4 127 2.529766 5 0.505953
5 127 2.575478 6 0.429246
6 127 2.812153 8 0.351519
7 127 2.864169 9 0.318241
8 127 3.161651 11 0.287423
9 127 3.684010 13 0.283385
10 127 3.582672 14 0.255905
11 127 3.860418 16 0.241276
12 127 4.839159 18 0.268842
13 127 4.868522 19 0.256238
14 127 4.871254 21 0.231964
15 127 5.417923 23 0.235562
16 127 5.381380 25 0.215255
17 127 5.227560 26 0.201060
18 127 5.036326 28 0.179869
19 127 5.657031 30 0.188568
20 127 7.239384 32 0.226231
21 127 6.138667 33 0.186020
22 127 7.054474 35 0.201556
23 127 8.953973 37 0.241999
24 127 8.789002 39 0.225359
25 127 9.956434 41 0.242840
26 127 8.846820 42 0.210639
27 127 8.880239 44 0.201824
28 127 13.417075 46 0.291676
29 127 11.595774 48 0.241579
30 127 20.065210 50 0.401304
31 127 10.115903 51 0.198351
32 127 10.663227 53 0.201193
33 127 10.299307 55 0.187260
34 127 14.608486 57 0.256289
35 127 17.879142 59 0.303036
36 127 30.665518 61 0.502713
37 127 11.289776 62 0.182093
38 127 12.429689 64 0.194214
39 127 13.370431 66 0.202582
40 127 17.787843 68 0.261586
41 127 22.180509 70 0.316864
42 127 16.724206 72 0.232281
43 127 14.077900 73 0.192848
44 127 15.209874 75 0.202798
45 127 23.377884 77 0.303609
46 127 22.843226 79 0.289155
47 127 32.159879 81 0.397036
48 127 44.304888 83 0.533794
49 127 38.414160 85 0.451931
50 127 17.096414 86 0.198796
51 127 21.297870 88 0.242021
52 127 24.843401 90 0.276038
53 127 32.035626 92 0.348213
54 127 28.009378 94 0.297972
55 127 19.190082 96 0.199897
56 127 25.412539 98 0.259312
57 127 24.088638 99 0.243320
58 127 25.224308 101 0.249746
59 127 29.741344 103 0.288751
60 127 29.985654 105 0.285578
61 127 32.807993 107 0.306617
62 127 88.562163 109 0.812497
63 127 47.885287 111 0.431399
64 127 34.219745 113 0.302830
65 127 29.756933 114 0.261026
66 127 34.106378 116 0.294021
67 127 35.365651 118 0.299709
68 127 34.003181 120 0.283360
69 127 29.710206 122 0.243526
70 127 58.099113 124 0.468541
71 127 47.669823 126 0.378332
72 127 257.980171 128 2.015470
73 127 32.324060 130 0.248647
74 127 31.651766 132 0.239786
75 127 67.424404 134 0.503167
76 127 112.917657 136 0.830277
77 127 79.900372 138 0.578988
78 127 66.350891 140 0.473935
79 127 58.432552 142 0.411497
80 127 93.116948 144 0.646645
81 127 61.552287 146 0.421591
82 127 65.958580 148 0.445666
83 127 89.249528 150 0.594997
84 127 60.103823 152 0.395420
85 127 77.145523 154 0.500945
86 127 83.864118 156 0.537590
87 127 76.471168 158 0.483995
88 127 76.324986 160 0.477031
89 127 67.119353 162 0.414317
90 127 88.768355 164 0.541270
91 127 35.644504 166 0.214726
92 127 83.761114 168 0.498578
93 127 41.838455 170 0.246109
94 127 77.702097 172 0.451756
95 127 48.159205 174 0.276777
96 127 125.133676 176 0.710987
97 127 53.573715 178 0.300976
98 127 77.879299 180 0.432663
99 127 89.216859 182 0.490203
100 127 48.081808 184 0.261314
101 127 75.692008 186 0.406946
102 127 48.247633 188 0.256636
103 127 112.560137 190 0.592422
104 127 73.921751 192 0.385009
105 127 80.540467 194 0.415157
106 127 56.934040 196 0.290480
107 127 66.491889 198 0.335818
108 127 77.958920 200 0.389795
109 127 67.579497 202 0.334552
110 127 78.889797 204 0.386715
111 127 110.511911 206 0.536466
112 127 149.370224 208 0.718126
113 127 154.844632 210 0.737355
114 127 93.140933 212 0.439344
115 127 90.064020 214 0.420860
116 127 138.813181 216 0.642654
117 127 117.503597 218 0.539007
118 127 81.609637 220 0.370953
119 127 70.163886 222 0.316054
120 127 74.223459 224 0.331355
121 127 107.137302 226 0.474059
122 127 56.198152 228 0.246483
123 127 105.846120 230 0.460201
124 127 95.282181 232 0.410699
125 127 84.039122 234 0.359142
126 127 117.435861 236 0.497610
127 127 136.049727 237 0.574049
6060.4
