q q_max q_time hits q_time/hits 
1 31 0.037928 1 0.037928
2 31 0.065964 2 0.032982
3 31 0.102357 3 0.034119
4 31 0.172398 5 0.034480
5 31 0.213218 6 0.035536
6 31 0.289762 8 0.036220
7 31 0.329211 9 0.036579
8 31 0.404462 11 0.036769
9 31 0.536174 13 0.041244
10 31 0.891917 14 0.063708
11 31 1.045488 16 0.065343
12 31 1.198289 18 0.066572
13 31 1.264697 19 0.066563
14 31 1.406617 21 0.066982
15 31 1.649282 23 0.071708
16 31 1.741016 25 0.069641
17 31 1.690012 26 0.065000
18 31 1.862327 28 0.066512
19 31 1.933453 30 0.064448
20 31 2.182674 32 0.068209
21 31 2.180927 34 0.064145
22 31 2.471451 36 0.068651
23 31 2.690399 38 0.070800
24 31 2.500891 40 0.062522
25 31 2.633451 42 0.062701
26 31 3.083194 44 0.070073
27 31 2.835695 46 0.061646
28 31 3.213814 48 0.066954
29 31 2.943013 50 0.058860
30 31 3.088656 52 0.059397
31 31 3.104171 53 0.058569
49.7632
