q q_max q_time hits q_time/hits 
1 31 0.064200 1 0.064200
2 31 0.124849 2 0.062424
3 31 0.190437 3 0.063479
4 31 0.320470 5 0.064094
5 31 0.385079 6 0.064180
6 31 0.516619 8 0.064577
7 31 0.573610 9 0.063734
8 31 0.740662 11 0.067333
9 31 0.855638 13 0.065818
10 31 0.935844 14 0.066846
11 31 1.057142 16 0.066071
12 31 1.349099 18 0.074950
13 31 1.294488 19 0.068131
14 31 1.382206 21 0.065819
15 31 1.594347 23 0.069319
16 31 1.689984 25 0.067599
17 31 1.724049 26 0.066310
18 31 1.874360 28 0.066941
19 31 3.307436 30 0.110248
20 31 2.048370 32 0.064012
21 31 2.562677 34 0.075373
22 31 2.412308 36 0.067009
23 31 2.440202 38 0.064216
24 31 2.555240 40 0.063881
25 31 2.738106 42 0.065193
26 31 2.657414 44 0.060396
27 31 2.176082 46 0.047306
28 31 2.982444 48 0.062134
29 31 2.959736 50 0.059195
30 31 3.290235 52 0.063274
31 31 3.267290 53 0.061647
52.0709
