L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:48:08 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005684s
Sat May 29 09:48:08 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005857s
Sat May 29 09:48:08 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006017s
Sat May 29 09:48:08 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006015s
Sat May 29 09:48:08 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011962s
Sat May 29 09:48:08 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011884s
Sat May 29 09:48:08 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011856s
Sat May 29 09:48:08 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 20000 | flat time: 0.011877s
Sat May 29 09:48:08 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 50000 | flat time: 0.029543s
Sat May 29 09:48:08 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.023614s
Sat May 29 09:48:08 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 50000 | flat time: 0.029428s
Sat May 29 09:48:08 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 70000 | flat time: 0.041476s
Sat May 29 09:48:08 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.023613s
Sat May 29 09:48:08 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 120000 | flat time: 0.071137s
Sat May 29 09:48:08 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 90000 | flat time: 0.053184s
Sat May 29 09:48:08 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 120000 | flat time: 0.070807s
Sat May 29 09:48:09 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 140000 | flat time: 0.082330s
Sat May 29 09:48:09 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 90000 | flat time: 0.053220s
Sat May 29 09:48:09 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.023647s
Sat May 29 09:48:09 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 50000 | flat time: 0.029458s
Sat May 29 09:48:09 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 90000 | flat time: 0.052722s
Sat May 29 09:48:09 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 110000 | flat time: 0.064455s
Sat May 29 09:48:09 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 50000 | flat time: 0.029456s
Sat May 29 09:48:09 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 50000 | flat time: 0.029213s
Sat May 29 09:48:09 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 110000 | flat time: 0.064408s
Sat May 29 09:48:09 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 40000 | flat time: 0.023479s
Sat May 29 09:48:09 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 60000 | flat time: 0.035113s
