L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:48:00 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005732s
Sat May 29 09:48:00 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005849s
Sat May 29 09:48:00 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006048s
Sat May 29 09:48:00 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006024s
Sat May 29 09:48:00 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005919s
Sat May 29 09:48:00 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011893s
Sat May 29 09:48:00 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011851s
Sat May 29 09:48:00 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.023553s
Sat May 29 09:48:00 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 50000 | flat time: 0.029440s
Sat May 29 09:48:00 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 50000 | flat time: 0.029389s
Sat May 29 09:48:00 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 50000 | flat time: 0.029548s
Sat May 29 09:48:00 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 70000 | flat time: 0.041104s
Sat May 29 09:48:00 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 80000 | flat time: 0.046985s
Sat May 29 09:48:00 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 80000 | flat time: 0.046984s
Sat May 29 09:48:00 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 150000 | flat time: 0.088218s
Sat May 29 09:48:00 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 40000 | flat time: 0.023472s
Sat May 29 09:48:00 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 70000 | flat time: 0.041246s
Sat May 29 09:48:00 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 40000 | flat time: 0.023594s
Sat May 29 09:48:00 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 60000 | flat time: 0.035485s
Sat May 29 09:48:00 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 80000 | flat time: 0.047405s
Sat May 29 09:48:00 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 50000 | flat time: 0.029576s
Sat May 29 09:48:00 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 40000 | flat time: 0.023559s
Sat May 29 09:48:00 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 80000 | flat time: 0.047208s
Sat May 29 09:48:00 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 80000 | flat time: 0.047038s
Sat May 29 09:48:00 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.035479s
Sat May 29 09:48:00 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 80000 | flat time: 0.047226s
Sat May 29 09:48:01 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 70000 | flat time: 0.041427s
