L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:32 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005640s
Sat May 29 09:47:32 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005700s
Sat May 29 09:47:32 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005858s
Sat May 29 09:47:32 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005826s
Sat May 29 09:47:32 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005758s
Sat May 29 09:47:32 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011490s
Sat May 29 09:47:32 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011508s
Sat May 29 09:47:32 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.022868s
Sat May 29 09:47:32 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 30000 | flat time: 0.017250s
Sat May 29 09:47:32 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.022865s
Sat May 29 09:47:32 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 60000 | flat time: 0.034037s
Sat May 29 09:47:32 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 40000 | flat time: 0.022862s
Sat May 29 09:47:32 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.022705s
Sat May 29 09:47:32 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 70000 | flat time: 0.039771s
Sat May 29 09:47:32 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 90000 | flat time: 0.051129s
Sat May 29 09:47:32 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.034155s
Sat May 29 09:47:32 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022886s
Sat May 29 09:47:32 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 60000 | flat time: 0.034255s
Sat May 29 09:47:32 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 80000 | flat time: 0.045586s
Sat May 29 09:47:32 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 90000 | flat time: 0.051274s
Sat May 29 09:47:32 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 110000 | flat time: 0.062896s
Sat May 29 09:47:32 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 90000 | flat time: 0.051528s
Sat May 29 09:47:32 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 120000 | flat time: 0.069601s
Sat May 29 09:47:32 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 70000 | flat time: 0.040324s
Sat May 29 09:47:32 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.034423s
Sat May 29 09:47:33 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.034349s
Sat May 29 09:47:33 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 90000 | flat time: 0.051541s
