L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:31 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005540s
Sat May 29 09:47:31 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005654s
Sat May 29 09:47:31 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005762s
Sat May 29 09:47:31 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005769s
Sat May 29 09:47:31 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011532s
Sat May 29 09:47:31 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011469s
Sat May 29 09:47:31 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011420s
Sat May 29 09:47:31 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017092s
Sat May 29 09:47:31 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 30000 | flat time: 0.017132s
Sat May 29 09:47:31 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 60000 | flat time: 0.034294s
Sat May 29 09:47:31 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 60000 | flat time: 0.034152s
Sat May 29 09:47:31 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 50000 | flat time: 0.028425s
Sat May 29 09:47:31 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 80000 | flat time: 0.045911s
Sat May 29 09:47:31 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 40000 | flat time: 0.022841s
Sat May 29 09:47:31 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 80000 | flat time: 0.045609s
Sat May 29 09:47:31 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 50000 | flat time: 0.028405s
Sat May 29 09:47:31 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 50000 | flat time: 0.028698s
Sat May 29 09:47:31 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 80000 | flat time: 0.045184s
Sat May 29 09:47:31 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 110000 | flat time: 0.062243s
Sat May 29 09:47:32 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 70000 | flat time: 0.039620s
Sat May 29 09:47:32 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 60000 | flat time: 0.034075s
Sat May 29 09:47:32 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 40000 | flat time: 0.022663s
Sat May 29 09:47:32 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 120000 | flat time: 0.068013s
Sat May 29 09:47:32 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 50000 | flat time: 0.028613s
Sat May 29 09:47:32 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.034119s
Sat May 29 09:47:32 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.034220s
Sat May 29 09:47:32 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 50000 | flat time: 0.028423s
