L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:02 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005508s
Sat May 29 09:47:02 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005715s
Sat May 29 09:47:02 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005802s
Sat May 29 09:47:02 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005823s
Sat May 29 09:47:02 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011509s
Sat May 29 09:47:02 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011503s
Sat May 29 09:47:02 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017074s
Sat May 29 09:47:02 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017167s
Sat May 29 09:47:02 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022755s
Sat May 29 09:47:02 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 60000 | flat time: 0.034011s
Sat May 29 09:47:02 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 60000 | flat time: 0.034084s
Sat May 29 09:47:02 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 60000 | flat time: 0.034071s
Sat May 29 09:47:02 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.028288s
Sat May 29 09:47:02 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 90000 | flat time: 0.050949s
Sat May 29 09:47:02 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 80000 | flat time: 0.045365s
Sat May 29 09:47:03 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 120000 | flat time: 0.068042s
Sat May 29 09:47:03 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 80000 | flat time: 0.045329s
Sat May 29 09:47:03 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 40000 | flat time: 0.022678s
Sat May 29 09:47:03 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 60000 | flat time: 0.034040s
Sat May 29 09:47:03 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 40000 | flat time: 0.022629s
Sat May 29 09:47:03 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 40000 | flat time: 0.022746s
Sat May 29 09:47:03 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 40000 | flat time: 0.022608s
Sat May 29 09:47:03 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 80000 | flat time: 0.045306s
Sat May 29 09:47:03 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 60000 | flat time: 0.033921s
Sat May 29 09:47:03 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 50000 | flat time: 0.028475s
Sat May 29 09:47:03 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 40000 | flat time: 0.022662s
Sat May 29 09:47:03 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 80000 | flat time: 0.045590s
