L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:56 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005787s
Sat May 29 09:47:56 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005855s
Sat May 29 09:47:56 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006102s
Sat May 29 09:47:56 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006072s
Sat May 29 09:47:56 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011949s
Sat May 29 09:47:56 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011906s
Sat May 29 09:47:56 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017803s
Sat May 29 09:47:56 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.023753s
Sat May 29 09:47:56 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 50000 | flat time: 0.030088s
Sat May 29 09:47:56 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.023896s
Sat May 29 09:47:56 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 80000 | flat time: 0.047456s
Sat May 29 09:47:57 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 50000 | flat time: 0.029498s
Sat May 29 09:47:57 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.023726s
Sat May 29 09:47:57 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 40000 | flat time: 0.023770s
Sat May 29 09:47:57 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.035672s
Sat May 29 09:47:57 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.035467s
Sat May 29 09:47:57 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 120000 | flat time: 0.070874s
Sat May 29 09:47:57 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 80000 | flat time: 0.047266s
Sat May 29 09:47:57 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.023641s
Sat May 29 09:47:57 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 80000 | flat time: 0.047159s
Sat May 29 09:47:57 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.041341s
Sat May 29 09:47:57 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 50000 | flat time: 0.029436s
Sat May 29 09:47:57 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 60000 | flat time: 0.035637s
Sat May 29 09:47:57 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 80000 | flat time: 0.047291s
Sat May 29 09:47:57 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 80000 | flat time: 0.047224s
Sat May 29 09:47:57 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.035381s
Sat May 29 09:47:57 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 40000 | flat time: 0.023540s
