f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005540 10000 119 125.000000
1+1E-0.187942 1+1E-8 0.005654 10000 120 125.000000
1+1E-0.546643 1+1E-8 0.005762 10000 120 125.000000
1+1E-0.875664 1+1E-8 0.005769 10000 114 125.000000
1+1E-1.190478 1+1E-8 0.011532 20000 235 250.000000
1+1E-1.498346 1+1E-8 0.011469 20000 231 250.000000
1+1E-1.802783 1+1E-8 0.011420 20000 230 250.000000
1+1E-2.105512 1+1E-8 0.017092 30000 344 375.000000
1+1E-2.407391 1+1E-8 0.017132 30000 344 375.000000
1+1E-2.708846 1+1E-8 0.034294 60000 682 750.000000
1+1E-3.010088 1+1E-8 0.034152 60000 676 750.000000
1+1E-3.311224 1+1E-8 0.028425 50000 567 625.000000
1+1E-3.612307 1+1E-8 0.045911 80000 901 1000.000000
1+1E-3.913363 1+1E-8 0.022841 40000 451 500.000000
1+1E-4.214407 1+1E-8 0.045609 80000 900 1000.000000
1+1E-4.515443 1+1E-8 0.028405 50000 573 625.000000
1+1E-4.816477 1+1E-8 0.028698 50000 563 625.000000
1+1E-5.117508 1+1E-8 0.045184 80000 906 1000.000000
1+1E-5.418539 1+1E-8 0.062243 110000 1246 1375.000000
1+1E-5.719570 1+1E-8 0.039620 70000 794 875.000000
1+1E-6.020600 1+1E-8 0.034075 60000 688 750.000000
1+1E-6.321630 1+1E-8 0.022663 40000 453 500.000000
1+1E-6.622660 1+1E-8 0.068013 120000 1365 1500.000000
1+1E-6.923690 1+1E-8 0.028613 50000 565 625.000000
1+1E-7.224720 1+1E-8 0.034119 60000 675 750.000000
1+1E-7.525750 1+1E-8 0.034220 60000 693 750.000000
1+1E-7.826780 1+1E-8 0.028423 50000 573 625.000000
0.757063
