L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:48:01 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005712s
Sat May 29 09:48:01 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005825s
Sat May 29 09:48:01 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006001s
Sat May 29 09:48:01 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006106s
Sat May 29 09:48:01 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005905s
Sat May 29 09:48:01 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011899s
Sat May 29 09:48:01 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011877s
Sat May 29 09:48:01 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017666s
Sat May 29 09:48:01 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.023551s
Sat May 29 09:48:01 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.023495s
Sat May 29 09:48:01 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 50000 | flat time: 0.029474s
Sat May 29 09:48:01 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 60000 | flat time: 0.035386s
Sat May 29 09:48:01 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.023510s
Sat May 29 09:48:01 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 50000 | flat time: 0.029504s
Sat May 29 09:48:02 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.035170s
Sat May 29 09:48:02 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 50000 | flat time: 0.029208s
Sat May 29 09:48:02 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 70000 | flat time: 0.040927s
Sat May 29 09:48:02 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 70000 | flat time: 0.040880s
Sat May 29 09:48:02 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 60000 | flat time: 0.035171s
Sat May 29 09:48:02 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 50000 | flat time: 0.029225s
Sat May 29 09:48:02 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.041144s
Sat May 29 09:48:02 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.035347s
Sat May 29 09:48:02 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 50000 | flat time: 0.029320s
Sat May 29 09:48:02 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 80000 | flat time: 0.046852s
Sat May 29 09:48:02 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.035083s
Sat May 29 09:48:02 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.035787s
Sat May 29 09:48:02 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 80000 | flat time: 0.047342s
