L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:48:03 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005727s
Sat May 29 09:48:03 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005843s
Sat May 29 09:48:03 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006008s
Sat May 29 09:48:03 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006018s
Sat May 29 09:48:03 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005938s
Sat May 29 09:48:03 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011871s
Sat May 29 09:48:03 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017730s
Sat May 29 09:48:04 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017658s
Sat May 29 09:48:04 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.023428s
Sat May 29 09:48:04 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 100000 | flat time: 0.058730s
Sat May 29 09:48:04 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 60000 | flat time: 0.035048s
Sat May 29 09:48:04 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 40000 | flat time: 0.023245s
Sat May 29 09:48:04 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.029275s
Sat May 29 09:48:04 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 60000 | flat time: 0.035317s
Sat May 29 09:48:04 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 50000 | flat time: 0.029218s
Sat May 29 09:48:04 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 70000 | flat time: 0.041104s
Sat May 29 09:48:04 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 60000 | flat time: 0.035222s
Sat May 29 09:48:04 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 50000 | flat time: 0.029290s
Sat May 29 09:48:04 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 60000 | flat time: 0.035674s
Sat May 29 09:48:04 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 50000 | flat time: 0.029886s
Sat May 29 09:48:04 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 50000 | flat time: 0.029535s
Sat May 29 09:48:04 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.035222s
Sat May 29 09:48:04 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 120000 | flat time: 0.070529s
Sat May 29 09:48:04 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 30000 | flat time: 0.017602s
Sat May 29 09:48:04 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 40000 | flat time: 0.023614s
Sat May 29 09:48:04 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 50000 | flat time: 0.029501s
Sat May 29 09:48:04 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 60000 | flat time: 0.035269s
